0,1,2,3,4,5
,,Corporate Bonds,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
T MOBILE USA INC,6.00,6/15/2054,"10,000,000","9,900,049","10,352,900"
T MOBILE USA INC,5.65,1/15/2053,"91,000,000","92,343,458","89,721,450"
T MOBILE USA INC,3.40,10/15/2052,"17,500,000","17,423,357","11,944,800"
T MOBILE USA INC,4.50,4/15/2050,"4,820,000","5,409,132","4,024,845"
T MOBILE USA INC,3.00,2/15/2041,"62,200,000","61,149,764","44,451,230"
T MOBILE USA INC,4.38,4/15/2040,"68,665,000","75,568,006","59,500,282"
T MOBILE USA INC,5.15,4/15/2034,"15,000,000","14,891,889","14,739,000"
T MOBILE USA INC,5.05,7/15/2033,"57,000,000","56,955,659","55,755,690"
T MOBILE USA INC,5.20,1/15/2033,"10,000,000","9,986,859","9,896,600"
T MOBILE USA INC,2.70,3/15/2032,"13,000,000","12,969,775","10,870,340"
T MOBILE USA INC,2.25,11/15/2031,"46,000,000","46,144,165","37,593,500"
T MOBILE USA INC,3.50,4/15/2031,"21,350,000","22,303,753","19,187,886"
TAKEDA PHARMACEUTICAL,5.65,7/5/2054,"10,000,000","9,957,000","9,806,200"
TAKEDA PHARMACEUTICAL,3.18,7/9/2050,"4,000,000","2,913,670","2,646,960"
TAKEDA PHARMACEUTICAL,3.03,7/9/2040,"40,965,000","41,107,015","29,657,841"
TALEN ENERGY SUPPLY LLC,8.63,6/1/2030,"30,850,000","32,209,822","32,918,493"
TALLGRASS NRG PRTNR/FIN,6.00,9/1/2031,"11,521,000","10,190,450","10,785,154"
TALLGRASS NRG PRTNR/FIN,6.00,12/31/2030,"19,112,000","17,526,641","17,821,176"
TALLGRASS NRG PRTNR/FIN,7.38,2/15/2029,"23,065,000","23,114,662","23,178,710"
TALLGRASS NRG PRTNR/FIN,5.50,1/15/2028,"24,026,000","22,623,196","23,004,174"
TALOS PRODUCTION INC,9.38,2/1/2031,"7,925,000","8,106,876","8,367,770"
TALOS PRODUCTION INC,9.00,2/1/2029,"7,550,000","7,674,875","7,926,217"
TAPESTRY INC,7.85,11/27/2033,"24,500,000","25,939,471","25,775,715"
TARGA RESOURCES CORP,6.50,2/15/2053,"40,424,000","40,853,761","42,476,731"
TARGA RESOURCES CORP,6.50,3/30/2034,"30,000,000","29,985,648","31,756,500"
TARGA RESOURCES CORP,6.13,3/15/2033,"18,500,000","18,780,483","19,030,950"
TARGA RESOURCES PARTNERS,4.00,1/15/2032,"8,604,000","7,425,902","7,728,113"
TARGA RESOURCES PARTNERS,4.88,2/1/2031,"17,493,000","17,370,453","16,680,625"
TARGA RESOURCES PARTNERS,5.50,3/1/2030,"17,501,000","18,156,584","17,392,494"
TARGET CORP,4.80,1/15/2053,"26,234,000","25,753,850","23,804,469"
TARGET CORP,2.95,1/15/2052,"12,000,000","9,473,902","7,738,800"
TARGET CORP,4.00,7/1/2042,"1,000,000","1,177,112","842,250"
TARGET CORP,4.40,1/15/2033,"9,200,000","9,061,777","8,833,380"
TARGET CORP,4.50,9/15/2032,"11,000,000","10,984,120","10,597,950"
TASEKO MINES LTD,8.25,5/1/2030,"10,125,000","10,280,359","10,387,845"
TAYLOR MORRISON COMM,5.13,8/1/2030,"14,225,000","13,409,247","13,633,951"
TAYLOR MORRISON COMM,5.88,6/15/2027,"17,747,000","17,564,261","17,661,459"
TC ZIRAAT BANKASI AS,8.00,1/16/2029,"35,000,000","34,907,708","35,425,150"
TD SYNNEX CORP,6.10,4/12/2034,"7,000,000","6,992,879","7,020,020"
TD SYNNEX CORP,2.65,8/9/2031,"3,000,000","2,982,877","2,467,680"
TEACHERS INSUR + ANNUITY,4.27,5/15/2047,"14,435,000","14,543,010","11,553,918"
TEACHERS INSUR + ANNUITY,4.90,9/15/2044,"17,148,000","17,934,349","15,210,276"
TEGNA INC,5.00,9/15/2029,"41,350,000","37,152,584","36,486,827"
TEGNA INC,4.63,3/15/2028,"18,250,000","17,142,820","16,523,550"
TEGNA INC,4.75,3/15/2026,"7,300,000","7,331,304","7,131,516"
TELECOM ITALIA CAPITAL,7.20,7/18/2036,"17,100,000","15,447,216","16,419,591"
TELECOM ITALIA CAPITAL,6.38,11/15/2033,"4,800,000","4,227,306","4,500,288"
TELEFLEX INC,4.25,6/1/2028,"14,266,000","13,758,808","13,438,429"
TELEFLEX INC,4.63,11/15/2027,"14,720,000","14,121,235","14,189,786"
TELEFONICA EMISIONES SAU,4.90,3/6/2048,"7,000,000","8,093,077","5,921,230"
TELEFONICA EMISIONES SAU,5.21,3/8/2047,"27,000,000","29,679,963","23,920,380"
TELESAT CANADA/TELESAT L,5.63,12/6/2026,"6,750,000","5,381,571","3,120,795"
TELUS CORP,4.30,6/15/2049,"9,112,000","9,008,434","7,188,001"
