0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
BANK SYARIAH INDONESIA TBK P,"4,788,453","662,860","766,165"
BANK TABUNGAN NEGARA PERSERO,"4,025,000","336,546","310,939"
BANKINTER SA,"1,147,393","6,979,542","9,378,868"
BANQUE CANTONALE VAUDOIS REG,"123,339","11,646,324","13,087,440"
BANQUE SAUDI FRANSI,"2,437,967","25,022,750","23,069,578"
BAOSHAN IRON + STEEL CO A,"25,745,143","22,645,898","23,450,053"
BAPCOR LTD,"557,677","2,054,478","1,914,367"
BARCLAYS PLC,"39,172,395","113,804,702","103,448,306"
BARCO N.V.,"117,222","1,805,347","1,301,557"
BARITO PACIFIC TBK PT,"45,944,682","3,102,953","2,777,731"
BARLOWORLD LTD,"331,935","1,458,219","1,523,467"
BARRATT DEVELOPMENTS PLC,"1,638,574","11,215,658","9,782,494"
BARRICK GOLD CORP,"8,607,474","142,899,507","143,547,014"
BARRY CALLEBAUT AG REG,"16,341","29,770,250","26,622,773"
BARWA REAL ESTATE CO,"3,707,709","3,260,935","2,795,293"
BASF SE,"1,546,069","91,961,679","74,872,082"
BASHNEFT PAO  PREF,"39,081",0,0
BASIC FIT NV,"88,381","2,522,241","1,905,820"
BASSO INDUSTRY CORP,"77,000","101,477","103,247"
BATA INDIA LTD,"84,946","1,554,489","1,542,080"
BAVARIAN NORDIC A/S,"110,745","3,026,415","2,747,063"
BAWAN CO,"9,682","123,043","113,425"
BAYCURRENT CONSULTING INC,"237,200","5,798,426","4,777,626"
BAYER AG REG,"1,734,507","104,173,973","49,039,539"
BAYER CROPSCIENCE LTD,"22,881","1,822,567","1,840,904"
BAYERISCHE MOTOREN WERKE AG,"639,473","53,465,843","60,571,885"
BAYERISCHE MOTOREN WERKE PRF,"108,422","8,119,482","9,580,829"
BB SEGURIDADE PARTICIPACOES,"9,151,900","59,946,227","54,257,769"
BBMG CORP H,"5,272,750","1,515,836","378,198"
BBMG CORPORATION A,"300,800","71,626","56,445"
BCE INC,"1,311,347","54,892,810","42,464,125"
BE SEMICONDUCTOR INDUSTRIES,"153,148","16,355,483","25,630,225"
BEACH ENERGY LTD,"3,090,125","4,537,076","3,075,019"
BEAZLEY PLC,"1,192,733","8,272,054","10,677,083"
BECHTLE AG,"421,861","19,518,506","19,866,580"
BECLE SAB DE CV,"558,500","1,007,711","1,010,095"
BEFESA SA,"68,203","3,084,334","2,270,405"
BEGA CHEESE LTD,"499,343","1,837,427","1,417,317"
BEIERSDORF AG,"478,289","53,330,213","69,996,413"
BEIJER REF AB,"644,032","10,835,122","9,943,087"
BEIJING BEI MO GAO KE FRIC A,"35,440","366,823","106,939"
BEIJING CAPITAL ECO ENVIRO A,"409,300","162,846","150,252"
