0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
FUJITSU LIMITED,"8,026,890","73,911,157","125,597,924"
FUKUDA DENSHI CO LTD,"20,500","867,671","866,592"
FUKUOKA FINANCIAL GROUP INC,"772,738","16,474,112","20,656,306"
FUKUYAMA TRANSPORTING CO LTD,"49,300","1,187,169","1,216,718"
FULGENT SUN INTERNATIONAL,"171,000","895,627","648,338"
FULIN PRECISION CO LTD A,"114,500","166,526","100,999"
FULL TRUCK ALLIANCE  SPN ADR,"1,116,731","8,581,455","8,978,532"
FUNAI SOKEN HOLDINGS INC,"62,000","956,577","883,791"
FURUKAWA ELECTRIC CO LTD,"117,000","2,532,304","2,963,188"
FUSHENG PRECISION CO LTD,"401,000","2,731,917","3,510,446"
FUSO CHEMICAL CO LTD,"31,900","871,026","811,086"
FUTURE PLC,"206,379","3,350,412","2,736,856"
FUYAO GLASS INDUSTRY GROUP A,"2,410,849","14,174,681","15,817,308"
FUYAO GLASS INDUSTRY GROUP H,"1,051,655","4,615,324","6,108,802"
FUYO GENERAL LEASE CO LTD,"41,400","2,741,034","3,166,947"
G BITS NETWORK TECHNOLOGY A,"2,700","98,746","65,833"
G8 EDUCATION LTD,"1,299,650","2,278,975","1,028,548"
GAIL INDIA LTD,"4,618,561","7,938,493","12,162,097"
GAJAH TUNGGAL TBK PT,"4,771,000","334,914","324,865"
GALAPAGOS NV,"81,752","4,352,004","2,045,002"
GALAXY ENTERTAINMENT GROUP L,"3,533,000","17,246,102","16,471,739"
GALENICA AG,"276,936","19,419,608","22,667,085"
GAMES WORKSHOP GROUP PLC,"57,032","4,521,813","7,692,603"
GAMUDA BHD,"15,212,997","14,262,351","21,219,188"
GANFENG LITHIUM GROUP CO L A,"75,673","483,132","296,985"
GANFENG LITHIUM GROUP CO L H,"437,919","2,559,767","853,724"
GAONA AERO MATERIAL CO LTD A,"80,520","307,174","175,249"
GAOTU TECHEDU INC,"260,870","963,212","1,278,295"
GARMIN LTD,"758,892","61,536,272","123,638,685"
GAS MALAYSIA BHD,"56,600","42,567","43,192"
GAZPROM NEFT PJSC,"95,720",0,0
GAZPROM PJSC,"34,985,746","533,698",0
GAZTRANSPORT ET TECHNIGA SA,"70,160","7,517,862","9,168,294"
GCL ENERGY TECHNOLOGY CO L A,"202,343","329,911","220,611"
GCL SYSTEM INTEGRATION TEC A,"364,700","133,645","96,911"
GCL TECHNOLOGY HOLDINGS LTD,"30,054,000","6,845,252","4,465,375"
GD POWER DEVELOPMENT CO  A,"37,171,779","29,771,463","30,497,703"
GDS HOLDINGS LTD CL A,"854,240","5,395,312","1,020,836"
GEA GROUP AG,"307,455","10,428,447","12,818,256"
GEBERIT AG REG,"56,057","23,905,955","33,112,718"
GEELY AUTOMOBILE HOLDINGS LT,"11,169,000","16,337,388","12,574,721"
GEM CO LTD A,"274,516","262,055","239,546"
