0,1,2,3
,International Real Estate Investment Trusts (REITs),,
Security Name,Shares,Book Value,Market Value
CROMWELL REIT EUR,"55,500","85,347","83,275"
CUSTODIAN PROPERTY INCOME RE,"70,428","72,898","66,771"
DAIWA HOUSE REIT INVESTMENT,401,"719,382","612,743"
DAIWA OFFICE INVESTMENT CORP,98,"232,915","172,654"
DAIWA SECURITIES LIVING INVE,362,"275,797","236,292"
DERWENT LONDON PLC,"20,482","479,589","585,143"
DEXUS INDUSTRIA REIT,"39,628","71,331","74,633"
DEXUS/AU,"228,102","1,123,119","987,150"
DIGITAL CORE REIT MANAGEMENT,"157,000","88,960","89,490"
DREAM INDUSTRIAL REAL ESTATE,"47,817","482,342","442,753"
EMPIRIC STUDENT PROPERTY PLC,"107,673","117,529","124,132"
ESR KENDALL SQUARE REIT CO L,"22,080","66,379","74,028"
ESR LOGOS REIT,"1,148,900","264,689","228,890"
EUROCOMMERCIAL PROPERTIES NV,"7,583","180,168","182,859"
FAR EAST HOSPITALITY TRUST,"176,500","83,550","80,745"
FIRST CAPITAL REAL ESTATE IN,"38,373","397,576","412,236"
FORTUNE REIT,"259,000","158,489","124,733"
FRASERS CENTREPOINT TRUST,"200,600","330,069","315,276"
FRASERS LOGISTICS + COMMERCI,"529,000","454,512","370,817"
FRONTIER REAL ESTATE INVEST,89,"284,123","243,165"
FUKUOKA REIT CORP,125,"140,109","122,467"
GECINA SA,"10,937","1,140,560","1,007,483"
GLOBAL ONE REIT,170,"134,899","107,690"
GLP J REIT,851,"795,457","694,618"
GOODMAN GROUP,"383,959","7,566,140","8,910,840"
GOODMAN PROPERTY TRUST,"203,469","260,342","249,208"
GPT GROUP,"410,537","1,111,831","1,096,709"
GRANITE REAL ESTATE INVESTME,"11,214","617,073","555,557"
GREAT PORTLAND ESTATES PLC,"64,188","277,160","272,225"
GROWTHPOINT PROPERTIES AUSTR,"45,864","72,089","66,468"
H+R REAL ESTATE INV REIT UTS,"47,615","360,074","311,437"
HAMBORNER REIT AG,"12,692","87,808","88,689"
HAMMERSON PLC,"755,507","236,125","264,545"
HANKYU HANSHIN REIT INC,123,"120,049","100,856"
HEALTHCARE + MEDICAL INVESTM,62,"62,661","49,682"
HEALTHCO REIT,"80,765","79,800","57,175"
HEIWA REAL ESTATE REIT INC,173,"171,373","142,177"
HELICAL PLC,"18,464","51,806","57,767"
HOME INVEST BELGIUM,"1,596","27,536","29,387"
HOMECO DAILY NEEDS REIT,"311,912","245,238","241,640"
HOSHINO RESORTS REIT INC,42,"178,963","136,031"
HOTEL PROPERTY INVESTMENTS,"33,123","63,493","70,345"
