0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
PACIFIC BASIN SHIPPING LTD,"8,425,000","2,856,225","2,654,605"
PACIFIC HOSPITAL SUPPLY CO,"1,000","2,753","2,833"
PACIFIC INDUSTRIAL CO LTD,"80,000","704,508","749,972"
PACIFIC SHUANGLIN BIO PHAR A,"87,084","386,459","317,999"
PADINI HOLDINGS BERHAD,"14,600","11,902","11,296"
PAGE INDUSTRIES LTD,"7,142","2,686,989","3,348,965"
PAGEGROUP PLC,"576,315","3,205,201","3,099,269"
PAIHO SHIH HOLDINGS CORP,"35,000","22,769","21,901"
PAKUWON JATI TBK PT,"37,348,300","1,286,590","834,840"
PAL CO LTD,"79,300","1,048,016","893,764"
PALADIN ENERGY LTD,"521,688","4,035,398","4,348,179"
PALTAC CORPORATION,"53,500","2,014,524","1,457,081"
PAN AMERICAN SILVER CORP,"1,219,461","14,139,379","12,540,083"
PAN INTERNATIONAL INDUSTRIAL,"1,238,530","1,233,996","1,529,004"
PAN JIT INTERNATIONAL INC,"691,700","1,063,919","1,202,536"
PAN OCEAN CO LTD,"400,472","1,911,457","1,246,657"
PAN PACIFIC INTERNATIONAL HO,"1,930,928","29,037,069","45,182,227"
PANASONIC HOLDINGS CORP,"3,944,627","42,602,204","32,295,719"
PANDORA A/S,"159,994","15,195,771","24,166,313"
PANGANG GROUP VANADIUM TIT A,"355,000","180,340","121,562"
PANIN FINANCIAL TBK PT,"302,000","5,684","5,643"
PARADISE CO LTD,"70,820","1,187,085","725,439"
PARAGON BANKING GROUP PLC,"403,481","2,278,602","3,749,092"
PARAMOUNT BED HOLDINGS CO LT,"68,700","1,179,749","1,161,231"
PAREX RESOURCES INC,"67,943","1,053,115","1,088,399"
PARK SYSTEMS CORP,"7,435","885,217","1,010,058"
PARK24 CO LTD,"221,692","3,348,823","2,208,527"
PARKLAND CORP,"280,964","7,339,529","7,874,485"
PARTNER COMMUNICATIONS CO,"163,575","1,203,260","659,563"
PARTNERS GROUP HOLDING AG,"47,148","47,780,994","60,548,981"
PATANJALI FOODS LTD,"134,093","1,822,397","2,559,099"
PAX GLOBAL TECHNOLOGY LTD,"951,000","668,060","713,794"
PAZ OIL CO LTD,"16,622","1,300,624","1,501,945"
PB FINTECH LTD,"492,043","4,514,380","8,244,794"
PCCW LTD,"8,916,473","4,807,239","4,465,482"
PDD HOLDINGS INC,"1,855,328","212,079,277","246,665,858"
PEAB AB CLASS B,"355,549","2,536,974","2,237,671"
PEARL ABYSS CORP,"41,628","2,567,089","1,335,183"
PEARSON PLC,"1,257,872","14,528,220","15,755,378"
PECCA GROUP BHD,"369,800","110,332","102,690"
PEGATRON CORP,"13,300,150","30,717,270","42,842,214"
PEGAVISION CORP,"101,170","1,614,069","1,493,779"
