0,1,2,3,4,5
,,Corporate Bonds,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
FISERV INC,4.40,7/1/2049,"33,510,000","35,570,935","27,183,647"
FISERV INC,5.45,3/15/2034,"11,000,000","11,002,686","10,928,830"
FISERV INC,5.63,8/21/2033,"8,500,000","8,435,689","8,575,055"
FIVE POINT OP CO LP/FIVE,1.00,1/15/2028,"8,632,731","8,988,250","8,832,492"
FLORIDA POWER + LIGHT CO,5.30,4/1/2053,"2,500,000","2,642,958","2,407,425"
FLORIDA POWER + LIGHT CO,2.88,12/4/2051,"22,750,000","18,102,435","14,449,890"
FLORIDA POWER + LIGHT CO,3.15,10/1/2049,"5,000,000","3,821,569","3,400,150"
FLORIDA POWER + LIGHT CO,4.13,6/1/2048,"46,100,000","45,429,413","37,440,576"
FLORIDA POWER + LIGHT CO,3.95,3/1/2048,"24,298,000","23,682,117","19,130,544"
FLORIDA POWER + LIGHT CO,4.05,10/1/2044,"24,000,000","23,336,732","19,671,120"
FLORIDA POWER + LIGHT CO,5.95,2/1/2038,"19,500,000","21,395,474","20,477,340"
FLORIDA POWER + LIGHT CO,5.65,2/1/2037,"34,901,000","36,402,512","35,569,005"
FLOWSERVE CORPORATION,2.80,1/15/2032,"8,000,000","7,964,343","6,564,880"
FLOWSERVE CORPORATION,3.50,10/1/2030,"5,800,000","5,798,982","5,155,852"
FLUOR CORP,4.25,9/15/2028,"5,500,000","5,171,848","5,221,315"
FMC CORP,6.38,5/18/2053,"19,000,000","18,956,289","18,840,970"
FMC CORP,4.50,10/1/2049,"9,530,000","9,806,742","7,272,343"
FOMENTO ECONOMICO MEX,3.50,1/16/2050,"1,000",998,716
FORD MOTOR COMPANY,4.75,1/15/2043,"44,600,000","33,250,175","36,109,052"
FORD MOTOR COMPANY,6.10,8/19/2032,"17,675,000","16,741,788","17,653,260"
FORD MOTOR COMPANY,3.25,2/12/2032,"58,178,000","45,944,063","48,135,314"
FORD MOTOR CREDIT CO LLC,6.13,3/8/2034,"43,000,000","42,558,454","42,600,530"
FORD MOTOR CREDIT CO LLC,7.12,11/7/2033,"20,000,000","20,009,585","21,125,600"
FORTINET INC,2.20,3/15/2031,"600,000","598,636","494,028"
FORTREA HOLDINGS INC,7.50,7/1/2030,"9,325,000","9,385,026","9,272,967"
FORTRESS INTERMEDIATE,7.50,6/1/2031,"22,750,000","22,872,105","23,333,765"
FORTRESS INTERMEDIATE 3 INC,1.00,5/9/2031,"8,750,000","8,706,250","8,750,000"
FORTRESS TRANS + INFRAST,7.00,6/15/2032,"9,825,000","9,861,497","9,988,979"
FORTRESS TRANS + INFRAST,7.00,5/1/2031,"19,250,000","19,269,527","19,670,420"
FORTRESS TRANS + INFRAST,7.88,12/1/2030,"5,500,000","5,661,442","5,761,360"
FORTRESS TRANS + INFRAST,5.50,5/1/2028,"23,020,000","21,805,440","22,337,227"
FORTUNE BRANDS INNOVATIO,5.88,6/1/2033,"21,000,000","20,994,323","21,274,470"
FREEDOM MORTGAGE CORP,12.25,10/1/2030,"17,050,000","17,069,990","18,363,873"
FREEDOM MORTGAGE CORP,12.00,10/1/2028,"25,050,000","25,182,692","26,890,925"
FREEDOM MORTGAGE CORP,6.63,1/15/2027,"14,925,000","14,023,836","14,412,625"
FREEDOM MORTGAGE CORP,7.63,5/1/2026,"10,000,000","9,624,806","9,931,400"
FREEDOM MORTGAGE HOLD,9.13,5/15/2031,"12,200,000","12,104,773","11,883,410"
FREEDOM MORTGAGE HOLD,9.25,2/1/2029,"17,050,000","17,180,316","17,053,922"
FREEPORT MCMORAN INC,5.45,3/15/2043,"6,000,000","5,619,124","5,659,860"
FREEPORT MCMORAN INC,5.40,11/14/2034,"7,800,000","8,761,709","7,650,162"
FRONTIER COMMUNICATIONS,8.63,3/15/2031,"4,656,000","4,656,000","4,796,611"
FRONTIER COMMUNICATIONS,8.75,5/15/2030,"43,356,000","43,338,625","45,096,310"
FRONTIER COMMUNICATIONS,6.00,1/15/2030,"29,466,000","24,008,837","25,671,369"
FRONTIER COMMUNICATIONS,5.88,11/1/2029,"3,186,991","2,741,577","2,775,136"
FRONTIER COMMUNICATIONS,6.75,5/1/2029,"30,400,000","26,480,856","27,881,360"
FRONTIER COMMUNICATIONS,5.00,5/1/2028,"55,550,000","50,706,049","52,348,654"
FRONTIER COMMUNICATIONS,5.88,10/15/2027,"32,369,000","30,639,470","31,582,757"
FRST STU BID/FRST TRANS,4.00,7/31/2029,"21,254,000","18,894,562","19,144,753"
FTAI INFRA ESC HLDGS LLC,10.50,6/1/2027,"10,900,000","10,964,294","11,540,811"
FXI HOLDINGS INC,12.25,11/15/2026,"2,152,000","2,124,379","2,136,864"
GA GLOBAL FUNDING TRUST,2.90,1/6/2032,"42,731,000","42,678,326","35,617,143"
GACI FIRST INVESTMENT,5.38,10/13/2122,"32,500,000","30,490,266","27,817,969"
GACI FIRST INVESTMENT,5.38,1/29/2054,"44,000,000","39,338,133","39,008,750"
