0,1,2,3,4,5
,,Mortgage Loans,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
AFFIRM INC,5.93,2/15/2029,"1,790,000","1,784,318","1,792,466"
AFFIRM INC,6.16,2/15/2029,"3,250,000","3,245,016","3,239,970"
AFFIRM INC,7.77,11/15/2028,"950,000","949,955","962,791"
AFFIRM INC,8.25,11/15/2028,"3,000,000","3,067,416","3,062,339"
AFFIRM INC,7.81,9/15/2028,"2,050,000","2,049,749","2,085,073"
AFFIRM INC,9.09,1/18/2028,"10,000,000","10,122,390","10,060,135"
AFFIRM INC,4.55,6/15/2027,"1,984,209","1,959,151","1,975,546"
AMER AIRLN 13 1 A PASS T,4.00,1/15/2027,"9,580","9,146","9,306"
APIDOS CLO LTD,1.00,10/22/2030,0,0,0
"BAIN CAPITAL CREDIT CLO, LIMIT",1.00,4/16/2037,"940,000","940,000","941,798"
BALLYROCK LTD,1.00,2/20/2036,"645,000","645,000","645,387"
BENEFIT STREET PARTNERS CLO LT,1.00,1/20/2031,0,1,0
BLUE BRIDGE FUNDING LLC,7.37,11/15/2030,"1,015,778","1,015,726","1,021,545"
CARLYLE GLOBAL MARKET STRATEGI,1.00,1/15/2031,0,1,0
CEDAR FUNDING LTD,1.00,10/17/2034,"500,000","500,705","501,000"
CIFC FUNDING LTD,1.00,7/15/2036,"2,500,000","2,486,365","2,498,250"
CIFC FUNDING LTD,1.00,4/20/2034,"750,000","749,642","750,375"
COLLEGE AVE STUDENT LOANS,1.00,5/25/2055,"2,066,432","2,070,843","2,133,333"
ELFI GRADUATE LOAN PROGRAM LLC,6.37,2/4/2048,"2,199,312","2,188,275","2,266,341"
FORD CREDIT FLOORPLAN MASTER O,4.06,11/15/2030,"2,021,000","1,902,958","1,939,372"
FOUNDATION FINANCE TRUST,5.50,12/15/2049,"1,177,902","1,177,771","1,170,108"
GRACIE POINT INTERNATIONAL FUN,1.00,3/1/2028,"889,000","891,243","892,485"
HARRIMAN PARK CLO,1.00,4/20/2034,"1,000,000","1,000,000","1,001,000"
MADISON PARK FUNDING LTD,1.00,4/19/2034,"500,000","500,000","500,200"
MMAF EQUIPMENT FINANCE LLC,5.10,7/13/2049,"796,059","796,602","787,482"
NAVIENT STUDENT LOAN TRUST,5.66,10/15/2072,"2,375,000","2,374,684","2,384,911"
NAVIENT STUDENT LOAN TRUST,1.00,3/15/2072,"839,695","839,695","852,395"
NAVIENT STUDENT LOAN TRUST,1.00,12/15/2059,"924,578","915,472","923,431"
OAKTREE CLO LTD,1.00,7/15/2033,"1,560,000","1,561,718","1,561,872"
OCP CLO LTD,1.00,4/20/2037,"1,000,000","1,000,000","1,008,736"
OCP CLO LTD,1.00,7/20/2032,"250,000","250,118","250,075"
ONEMAIN FINANCIAL ISSUANCE TRU,5.79,5/14/2041,"4,077,000","4,076,841","4,160,681"
PAGAYA AI TECHNOLOGY IN HOUSIN,3.60,10/25/2040,"1,212,000","1,066,628","1,126,098"
PFS FINANCING CORP.,4.95,2/15/2029,"3,585,000","3,584,839","3,556,341"
REGIONAL MANAGEMENT ISSUANCE T,5.83,7/15/2036,"260,000","259,947","261,762"
SERVICE EXPERTS ISSUER,6.39,11/20/2035,"237,000","236,982","238,254"
"SIGNAL PEAK CLO, LLC",1.00,4/25/2037,"1,300,000","1,300,000","1,302,703"
SMB PRIVATE EDUCATION LOAN TRU,1.00,3/15/2056,"3,729,377","3,729,377","3,777,300"
SMB PRIVATE EDUCATION LOAN TRU,1.00,2/16/2055,"1,139,058","1,131,764","1,151,068"
SMB PRIVATE EDUCATION LOAN TRU,1.00,9/15/2054,"777,485","764,955","774,365"
SMB PRIVATE EDUCATION LOAN TRU,5.50,6/17/2052,"2,020,125","2,019,763","2,034,847"
SMB PRIVATE EDUCATION LOAN TRU,1.00,9/15/2034,"43,430","43,096","43,400"
SOFI PERSONAL LOAN TRUST,6.06,2/12/2031,"1,318,245","1,318,190","1,318,188"
TICP CLO LTD,1.00,1/15/2034,"3,500,000","3,482,196","3,501,400"
TRINITAS CLO LTD,1.00,4/25/2037,"3,000,000","3,000,000","3,004,311"
UPSTART SECURITIZATION TRUST,6.77,6/20/2033,"541,567","540,804","543,067"
UPSTART SECURITIZATION TRUST,6.10,5/20/2032,"3,750,000","3,705,086","3,744,247"
WHITEBOX CLO III LTD,1.00,10/15/2034,"250,000","248,252","250,125"
TOTAL,,,,"77,502,679","78,005,879"
