0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
HYOSUNG HEAVY INDUSTRIES COR,"12,361","2,339,023","3,107,115"
HYOSUNG TNC CORP,"5,108","1,048,500","1,280,250"
HYPERA SA,"659,100","4,784,384","3,405,621"
HYSAN DEVELOPMENT CO,"1,033,112","3,188,453","1,484,735"
HYUNDAI AUTOEVER CORP,"10,735","1,174,062","1,282,119"
HYUNDAI BIOSCIENCE CO LTD,"59,890","819,116","799,260"
HYUNDAI DEPT STORE CO,"60,189","3,089,325","2,129,464"
HYUNDAI ELEVATOR CO.,"37,068","1,536,968","1,191,644"
HYUNDAI ENGINEERING + CONST,"127,173","4,730,986","2,961,091"
HYUNDAI GLOVIS CO LTD,"116,907","15,129,184","18,599,810"
HYUNDAI GREEN FOOD/NEW,"84,541","739,184","757,890"
HYUNDAI MARINE + FIRE INS CO,"115,937","2,964,855","2,905,826"
HYUNDAI MOBIS CO LTD,"143,373","25,226,884","26,194,132"
HYUNDAI MOTOR CO,"329,792","45,774,436","70,678,271"
HYUNDAI MOTOR CO LTD 2ND PRF,"74,286","6,335,352","9,886,858"
HYUNDAI MOTOR CO LTD 3P,611,"50,827","80,742"
HYUNDAI MOTOR CO LTD PRF,"65,943","5,355,147","8,709,392"
HYUNDAI ROTEM COMPANY,"143,382","3,280,560","4,249,992"
HYUNDAI STEEL CO,"145,098","5,175,093","3,062,200"
HYUNDAI WIA CORP,"27,849","1,695,494","1,171,492"
I SHENG ELECTRIC WIRE + CABL,"40,000","64,240","71,513"
IA FINANCIAL CORP INC,"185,000","8,469,038","11,615,089"
IBERDROLA SA,"10,824,074","117,312,658","140,554,584"
IBF FINANCIAL HOLDINGS CO LT,"5,722,985","2,234,701","2,840,211"
IBIDEN CO LTD,"132,000","3,555,106","5,373,223"
ICHIBANYA CO LTD,"145,000","974,962","996,957"
ICHIGO INC,"329,700","833,804","821,894"
ICICI BANK LTD,"7,467,305","88,463,517","107,423,524"
ICICI LOMBARD GENERAL INSURA,"1,034,972","19,959,189","22,211,635"
ICICI PRUDENTIAL LIFE INSURA,"429,805","2,757,194","3,122,178"
ICICI SECURITIES LTD,"100,138","922,403","909,791"
ICL GROUP LTD,"1,258,043","8,487,823","5,446,666"
ICON PLC,"159,599","28,447,060","50,029,537"
IDBI BANK LTD,"744,396","760,402","749,596"
IDEC CORP,"42,900","852,398","787,541"
IDEMITSU KOSAN CO LTD,"7,849,820","40,760,862","50,824,242"
IDFC FIRST BANK LTD,"10,003,003","8,684,508","9,855,931"
IDFC LTD,"2,097,517","1,761,500","3,072,939"
IDP EDUCATION LTD,"361,465","5,350,231","3,657,311"
IEIT SYSTEMS CO LTD A,"61,803","331,438","307,885"
IFAST CORP LTD,"282,900","1,749,229","1,502,966"
IFLYTEK CO LTD   A,"93,942","621,613","552,660"
