0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
SOCIETE GENERALE SA,"3,455,427","108,587,917","81,179,906"
SOCIONEXT INC,"335,300","7,807,541","7,939,566"
SODEXO SA,"449,272","34,646,049","40,446,628"
SOFINA,"27,973","5,587,271","6,391,766"
SOFTBANK CORP,"13,166,500","169,163,709","160,795,656"
SOFTBANK GROUP CORP,"1,692,250","65,058,196","109,303,684"
SOFTCAT PLC,"718,771","13,225,227","16,509,226"
SOFTWAREONE HOLDING AG,"207,987","4,391,794","3,911,644"
SOHGO SECURITY SERVICES CO,"2,354,900","20,687,082","13,755,216"
SOHO CHINA LTD,"2,917,000","501,507","250,326"
SOHU.COM LTD ADR,"51,535","811,339","717,369"
SOJITZ CORP,"732,400","11,932,507","17,797,811"
SOLAR APPLIED MATERIALS TECH,"731,249","1,114,153","1,471,970"
SOLAR INDUSTRIES INDIA LTD,"39,138","2,481,123","4,703,354"
SOLAREDGE TECHNOLOGIES INC,"74,645","10,716,882","1,885,547"
SOLARIA ENERGIA Y MEDIO AMBI,"141,086","2,278,591","1,749,524"
SOLARVEST HOLDINGS BHD,"412,000","132,054","137,988"
SOLIDCORE RESOURCES PLC,"2,082,035",0,2
SOLTEAM INC,"78,000","125,573","135,123"
SOLUM CO LTD,"68,022","1,533,182","1,037,750"
SOLVAY SA,"130,032","4,429,677","4,580,852"
SOMPO HOLDINGS INC,"3,551,873","51,378,481","75,846,598"
SONA BLW PRECISION FORGINGS,"509,825","3,905,617","3,919,031"
SONATA SOFTWARE LTD,"300,726","1,486,044","2,136,725"
SONGCHENG PERFORMANCE DEVE A,"103,943","161,684","114,329"
SONGWON INDUSTRIAL CO LTD,"80,940","1,015,523","715,024"
SONIC HEALTHCARE LTD,"831,249","14,489,014","14,600,507"
SONIX TECHNOLOGY CO LTD,"86,000","136,996","136,258"
SONOSCAPE MEDICAL CORP A,"44,100","294,166","239,079"
SONOVA HOLDING AG REG,"84,689","18,641,654","26,162,679"
SONY GROUP CORP,"2,473,930","153,894,381","209,775,753"
SOOCHOW SECURITIES CO LTD A,"226,697","220,499","183,204"
SOOP CO LTD,"13,359","885,873","1,274,276"
SOPRA STERIA GROUP,"75,136","13,585,382","14,583,448"
SOTETSU HOLDINGS INC,"155,600","3,050,768","2,357,850"
SOULBRAIN CO LTD/NEW,"7,021","943,800","1,481,737"
SOUTH32 LTD,"7,390,846","15,388,267","18,065,677"
SOUTHERN PROVINCE CEMENT CO,"85,303","1,158,799","826,518"
SOUTHERN SUN LTD,"1,831",516,531
SOUTHWEST SECURITIES CO LT A,"305,212","172,141","149,672"
SOVCOMFLOT OAO,"828,950",0,0
SP SETIA BHD,"2,836,200","892,550","829,667"
