0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
METSA BOARD OYJ B,"249,656","1,479,446","1,961,284"
METSO CORP,"1,056,854","8,134,100","11,195,453"
MEZZION PHARMA CO LTD,"26,961","958,869","726,664"
MGM CHINA HOLDINGS LTD,"1,467,600","2,101,649","2,285,799"
MH DEVELOPMENT NPV,"734,000",0,0
MI TECHNOVATION BHD,"161,800","86,071","88,831"
MICHELIN (CGDE),"1,245,525","36,288,165","48,203,290"
MICRO STAR INTERNATIONAL CO,"1,711,000","8,872,671","9,387,952"
MICROBIO CO LTD,"793,701","798,078","1,014,133"
MICRONICS JAPAN CO LTD,"58,500","1,152,101","2,432,958"
MICROPORT CARDIOFLOW MEDTECH,"1,957,000","635,185","208,049"
MICROPORT SCIENTIFIC CORP,"1,269,400","2,388,634","856,849"
MIDAS HOLDINGS LTD,"2,510,900",0,2
MIDDLE EAST HEALTHCARE CO,"63,602","1,100,050","1,464,765"
MIDEA REAL ESTATE HOLDING LT,"344,000","624,480","293,010"
MILBON CO LTD,"32,900","1,030,432","680,050"
MILKYWAY INTELLIGENT SUPP A,"16,267","247,389","119,248"
MIN AIK TECHNOLOGY CO LTD,"562,000","572,269","579,471"
MINEBEA MITSUMI INC,"799,474","12,596,053","16,376,166"
MINERAL RESOURCES LTD,"219,349","5,628,550","7,898,862"
MINERVA SA,"393,500","894,021","473,240"
MING YANG SMART ENERGY GRO A,"90,200","171,628","116,634"
MING YUAN CLOUD GROUP HOLDIN,"1,682,000","527,836","437,339"
MINISO GROUP HOLDING LTD,"679,420","2,796,103","3,258,997"
MINOR INTERNATIONAL PCL FOR,"5,776,188","5,895,140","4,722,001"
MINOR INTERNATIONAL PCL NVDR,"765,700","661,589","626,052"
MINTH GROUP LTD,"1,076,000","2,725,932","1,673,110"
MIPS AB,"180,034","7,556,584","7,055,025"
MIRAE ASSET SECURITIES   2P,"33,878","97,663","87,987"
MIRAE ASSET SECURITIES CO LT,"812,988","5,447,701","4,323,113"
MIRAIT ONE CORP,"146,800","1,856,974","1,910,525"
MISC BHD,"8,710,900","15,219,330","15,732,245"
MISUMI GROUP INC,"371,500","6,677,778","6,352,183"
MITAC HOLDINGS CORP,"2,144,471","2,381,136","2,928,353"
MITANI SEKISAN CO LTD,"15,800","809,600","594,251"
MITIE GROUP PLC,"2,478,842","3,335,489","3,641,255"
MITRA ADIPERKASA TBK PT,"11,639,600","929,201","1,048,463"
MITRA KELUARGA KARYASEHAT TB,"9,229,200","1,589,350","1,702,414"
MITSUBISHI CHEMICAL GROUP CO,"3,758,677","23,589,693","20,868,298"
MITSUBISHI CORP,"14,480,361","168,189,466","283,377,946"
MITSUBISHI ELECTRIC CORP,"3,618,775","47,069,342","57,759,755"
MITSUBISHI ESTATE CO LTD,"2,500,093","42,941,041","39,165,948"
