0,1,2,3,4,5
,,Mortgage-Backed Securities,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
GNMA II POOL MA9662,2.50,5/20/2054,"2,366,884","1,986,716","1,989,801"
GNMA II POOL MA9663,3.00,4/20/2054,"23,970,422","20,892,421","21,012,691"
GNMA II POOL MA9664,3.50,5/20/2054,"4,493,530","4,038,006","4,050,612"
GNMA II POOL MA9671,7.00,5/20/2054,"379,357,706","387,838,837","387,239,276"
GNMA II POOL MA9728,7.00,6/20/2054,"284,315,232","290,745,747","290,645,849"
GNMA II TBA 30 YR 2,2.00,7/15/2054,"(568,200,000)","(456,380,535)","(459,852,783)"
GNMA II TBA 30 YR 2.5,2.50,7/15/2054,"81,000,000","68,413,359","68,086,251"
GNMA II TBA 30 YR 3,3.00,8/15/2054,"9,200,000","8,101,391","8,018,251"
GNMA II TBA 30 YR 3.5,3.50,7/15/2054,"265,900,000","241,445,641","238,819,946"
GNMA II TBA 30 YR 4,4.00,7/15/2054,"(128,900,000)","(119,484,258)","(119,089,937)"
GNMA II TBA 30 YR 4.5,4.50,7/15/2054,"(973,100,000)","(923,344,789)","(924,880,949)"
GNMA II TBA 30 YR 5,5.00,7/15/2054,"79,500,000","78,006,270","77,406,845"
GNMA II TBA 30 YR 5.5,5.50,8/15/2054,"304,325,000","302,174,916","301,814,927"
GNMA II TBA 30 YR 5.5,5.50,7/15/2054,"(251,325,000)","(255,116,023)","(249,360,392)"
GNMA II TBA 30 YR 6,6.00,8/15/2054,"889,995,500","893,040,580","893,092,684"
GNMA II TBA 30 YR 6,6.00,7/15/2054,"1,737,729,500","1,742,970,550","1,744,854,191"
GNMA II TBA 30 YR 6.5,6.50,8/15/2054,"263,600,000","266,997,969","266,979,352"
GNMA II TBA 30 YR 6.5,6.50,7/15/2054,"1,975,400,000","2,000,923,118","2,002,739,536"
GNMA II TBA 30 YR 7,7.00,8/15/2054,"(116,400,000)","(118,508,516)","(118,473,084)"
GNMA II TBA 30 YR 7,7.00,7/15/2054,"(1,113,419,606)","(1,135,238,547)","(1,133,761,782)"
GNMA II TBA 30 YR 7,7.00,9/15/2054,"45,000,000","45,759,375","45,794,250"
GNMA POOL 393403,6.50,4/15/2026,13,13,13
GNMA POOL 412570,6.50,3/15/2026,79,79,79
GNMA POOL 415053,6.50,2/15/2026,29,29,29
GNMA POOL 417374,6.50,4/15/2026,22,22,22
GNMA POOL 716861,4.50,4/15/2039,302,327,296
GOVERNMENT NATIONAL MORTGAGE A,1.00,6/20/2051,"158,260,672","137,283,899","131,230,811"
GOVERNMENT NATIONAL MORTGAGE A,1.00,9/20/2049,"18,221,218","16,559,349","16,096,896"
GOVERNMENT NATIONAL MORTGAGE A,1.00,6/20/2049,"24,675,060","22,424,846","21,668,615"
GOVERNMENT NATIONAL MORTGAGE A,1.00,11/20/2053,"369,784,059","358,755,663","364,514,647"
GS MORTGAGE SECURITIES TRUST,1.00,3/10/2050,"90,537,831","6,029,983","1,613,365"
GS MORTGAGE SECURITIES TRUST,1.00,5/10/2050,"68,458,157","4,235,561","240,920"
GS MORTGAGE SECURITIES TRUST,1.00,11/10/2050,"109,705,803","8,320,143","2,673,932"
GS MORTGAGE SECURITIES TRUST,1.00,5/10/2052,"83,258,672","6,988,566","3,304,808"
GS MORTGAGE SECURITIES TRUST,1.00,11/10/2052,"122,148,864","8,365,121","4,215,552"
GS MORTGAGE SECURITIES TRUST,1.00,12/12/2053,"51,532,621","5,882,285","4,033,258"
GS MORTGAGE SECURITIES TRUST,1.00,12/15/2054,"109,164,231","9,828,067","6,705,377"
GS MORTGAGE SECURITIES TRUST,1.00,9/10/2052,"142,617,130","8,984,167","4,577,465"
GS MORTGAGE SECURITIES TRUST,2.01,12/12/2053,"3,000,000","3,080,316","2,452,658"
JP MORGAN CHASE COMMERCIAL MOR,1.00,1/15/2049,"47,208,804","3,279,218","472,395"
JP MORGAN CHASE COMMERCIAL MOR,1.00,8/15/2049,"73,380,027","5,931,010","1,579,011"
JP MORGAN CHASE COMMERCIAL MOR,1.00,3/15/2050,"132,661,715","8,950,426","2,259,435"
JP MORGAN CHASE COMMERCIAL MOR,1.00,7/15/2050,"68,663,953","4,873,259","1,455,742"
JP MORGAN CHASE COMMERCIAL MOR,1.00,3/10/2052,"127,070,005","11,078,433","4,905,018"
JP MORGAN CHASE COMMERCIAL MOR,3.91,1/15/2049,"1,384,000","1,546,537","1,341,989"
JP MORGAN MORTGAGE TRUST,1.00,11/25/2052,"87,768,266","82,683,656","74,011,697"
JP MORGAN MORTGAGE TRUST,1.00,12/25/2052,"90,545,980","79,813,098","74,953,407"
JPMBB COMMERCIAL MORTGAGE SECU,1.00,2/15/2047,"584,292","42,323",582
JPMBB COMMERCIAL MORTGAGE SECU,1.00,8/15/2047,"16,772,739","663,765","23,216"
