0,1,2,3,4,5
,,Corporate Bonds,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
STARBUCKS CORP,5.00,2/15/2034,"5,000,000","4,915,847","4,885,400"
STARWOOD PROPERTY TRUST,7.25,4/1/2029,"8,017,000","8,077,682","8,103,984"
STARWOOD PROPERTY TRUST,4.38,1/15/2027,"11,100,000","10,231,431","10,518,249"
STATE OF MINAS GERAIS,5.33,2/15/2028,"7,184,800","7,109,012","7,081,519"
STATE OIL CO OF THE AZER,6.95,3/18/2030,"38,000,000","39,011,344","38,855,000"
STATE STREET CORP,1.00,11/21/2034,"15,000,000","15,000,000","15,572,550"
STATE STREET CORP,1.00,5/18/2034,"18,500,000","18,500,000","18,293,725"
STATE STREET CORP,1.00,8/4/2033,"20,000,000","19,342,688","18,526,800"
STATE STREET CORP,1.00,5/13/2033,"17,500,000","17,701,816","16,551,850"
STATION CASINOS LLC,6.63,3/15/2032,"14,845,000","14,787,201","14,780,721"
STATION CASINOS LLC,4.63,12/1/2031,"22,215,000","19,555,659","19,824,888"
STATION CASINOS LLC,1.00,3/14/2031,"2,945,000","2,948,681","2,941,584"
STATION CASINOS LLC,4.50,2/15/2028,"26,355,000","24,738,473","24,784,506"
STERICYCLE INC,3.88,1/15/2029,"13,300,000","12,261,481","12,422,466"
STERIS PLC,3.75,3/15/2051,"11,810,000","9,843,402","8,585,043"
STERIS PLC,2.70,3/15/2031,"27,500,000","27,065,342","23,428,075"
STONEX GROUP INC,7.88,3/1/2031,"9,125,000","9,266,096","9,412,529"
STORE CAPITAL LLC,2.70,12/1/2031,"25,000,000","24,552,638","20,038,000"
STORE CAPITAL LLC,2.75,11/18/2030,"23,500,000","23,439,489","19,454,240"
STORE CAPITAL LLC,4.63,3/15/2029,"6,000,000","6,022,318","5,668,320"
STRATHCONA RESOURCES,6.88,8/1/2026,"17,550,000","16,977,389","17,370,639"
SUBURBAN PROPANE PARTNRS,5.00,6/1/2031,"10,475,000","9,481,795","9,422,263"
SUCI SECOND INVEST CO,6.00,10/25/2028,"5,000,000","5,124,292","5,132,813"
SUMITOMO MITSUI FINL GRP,6.18,7/13/2043,"20,000,000","19,960,415","21,821,600"
SUMITOMO MITSUI FINL GRP,3.05,1/14/2042,"24,000,000","24,000,000","17,950,800"
SUMMIT MATERIALS LLC/FIN,7.25,1/15/2031,"26,029,000","26,389,961","26,954,331"
SUMMIT MATERIALS LLC/FIN,5.25,1/15/2029,"21,868,000","21,122,507","21,194,247"
SUMMIT MID HLDS LLC / FI,1.00,10/15/2026,"8,485,000","8,560,534","8,724,192"
SUNCOKE ENERGY INC,4.88,6/30/2029,"10,400,000","9,281,587","9,427,808"
SUNCOR ENERGY INC,3.75,3/4/2051,"28,820,000","28,431,198","20,684,979"
SUNCOR ENERGY INC,6.85,6/1/2039,"1,000,000","1,299,755","1,077,000"
SUNCOR ENERGY INC,6.50,6/15/2038,"3,000,000","3,171,184","3,142,410"
SUNCOR ENERGY INC,6.80,5/15/2038,"2,800,000","3,411,209","2,988,076"
SUNCOR ENERGY INC,5.95,12/1/2034,"17,200,000","17,992,423","17,568,940"
SUNOCO LP,7.25,5/1/2032,"25,105,000","25,420,882","25,955,306"
SUNOCO LP,7.00,5/1/2029,"22,600,000","22,733,237","23,170,650"
SUNOCO LP/FINANCE CORP,4.50,4/30/2030,"25,805,000","23,564,502","23,884,076"
SUNOCO LP/FINANCE CORP,4.50,5/15/2029,"24,176,000","22,459,262","22,643,242"
SUNOCO LP/FINANCE CORP,7.00,9/15/2028,"4,700,000","4,695,780","4,818,346"
SUNOCO LP/FINANCE CORP,5.88,3/15/2028,"3,675,000","3,753,701","3,659,271"
SUNOCO LP/FINANCE CORP,6.00,4/15/2027,"23,421,000","23,206,145","23,417,253"
SUPERIOR PLUS/GEN PRTNR,4.50,3/15/2029,"20,977,000","19,117,859","19,260,872"
SURGERY CENTER HOLDINGS,7.25,4/15/2032,"5,100,000","5,100,000","5,165,025"
SYNCHRONY FINANCIAL,7.25,2/2/2033,"17,400,000","16,434,432","17,361,720"
"SYNIVERSE HOLDINGS, LLC",1.00,5/13/2027,"7,488,091","7,317,405","7,269,663"
SYSCO CORPORATION,6.60,4/1/2050,"36,200,000","43,552,768","40,315,578"
SYSCO CORPORATION,4.45,3/15/2048,"18,750,000","19,147,827","15,584,250"
SYSCO CORPORATION,4.50,4/1/2046,"12,950,000","13,627,084","10,895,871"
SYSCO CORPORATION,4.85,10/1/2045,"8,741,000","9,603,937","7,741,292"
SYSCO CORPORATION,5.38,9/21/2035,"2,250,000","2,648,428","2,237,423"
SYSCO CORPORATION,6.00,1/17/2034,"10,000,000","9,909,586","10,491,400"
T MOBILE USA INC,5.80,9/15/2062,"10,000,000","9,935,240","9,902,900"
T MOBILE USA INC,3.60,11/15/2060,"12,500,000","9,262,517","8,423,750"
