0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
TESCO PLC,"13,078,679","60,479,024","50,593,220"
TEST RITE INTERNATIONAL CO,"42,000","26,854","26,670"
TEVA PHARMACEUTICAL IND LTD,"1,978,123","40,060,624","32,545,143"
TFI INTERNATIONAL INC,"146,200","9,074,093","21,223,542"
TGS ASA,"222,402","3,681,809","2,677,823"
THAI AIRWAYS INTL PCL FOR,"1,211,100",0,3
THAI BEVERAGE PCL,"13,176,600","4,933,647","4,375,188"
THAI LIFE INSURANCE PCL,"3,519,300","1,148,295","738,434"
THAI OIL PCL FOREIGN,"2,014,302","3,485,220","2,909,136"
THAI OIL PCL NVDR,"687,900","1,022,146","993,550"
THAI STANLEY ELECTRIC PUB  F,"1,300","7,678","7,652"
THAI UNION GROUP PCL F,"3,825,660","1,914,846","1,553,303"
THAI UNION GROUP PCL NVDR,"447,800","200,718","181,820"
THAI VEGETABLE OIL PCL FOR,"655,209","496,616","383,868"
THAIFOODS GROUP PCL NVDR,"447,300","50,647","49,974"
THAILAND FUTURE FUND FOREIGN,"3,338,253","985,600","559,452"
THALES SA,"476,839","58,810,480","76,402,338"
THANACHART CAPITAL FOREIGN,"1,195,411","1,714,279","1,474,006"
THANACHART CAPITAL PCL NVDR,"324,200","415,769","399,779"
THE FOSCHINI GROUP LTD,"574,016","4,011,817","4,008,374"
THE NATIONAL AGRICULTURE DEV,"642,624","5,165,040","5,455,692"
THE SAUDI NATIONAL BANK,"13,985,691","138,617,055","136,814,922"
THE SHANGHAI COMMERCIAL + SA,"18,405,395","28,345,179","26,126,056"
THEME INTERNATIONL HLDGS LTD,"6,910,000","812,003","433,684"
THERMAX LTD FOREIGN,"51,979","2,457,505","3,335,616"
THINKING ELECTRONIC INDUSTRI,"127,000","757,301","696,826"
THK CO LTD,"312,349","6,714,770","5,579,603"
THOMSON REUTERS CORP,"699,689","73,799,918","117,919,597"
THONBURI HEALTHCARE  FOREIGN,"1,113,800","1,231,870","910,525"
THONG GUAN INDUSTRIES BHD,"159,400","68,209","66,227"
THORESEN THAI AGENCIES FOR,"2,509,500","877,308","492,361"
THORESEN THAI AGENCIES NVDR,"1,487,600","284,346","291,868"
THULE GROUP AB/THE,"162,599","3,850,315","4,268,341"
THUNDER SOFTWARE TECHNOLOG A,"16,313","158,665","101,867"
THUNGELA RESOURCES LTD,"238,675","1,430,565","1,456,637"
THYE MING INDUSTRIAL CO LTD,"203,000","474,271","485,576"
THYSSENKRUPP AG,"795,502","13,747,438","3,442,717"
TIAN LUN GAS HOLDINGS LTD,"635,500","517,550","329,666"
TIANGONG INTL CO LTD,"1,860,000","528,012","433,604"
TIANHE CHEM,"5,054,767",0,1
TIANMA MICROELECTRONICS A,"593,070","638,535","591,376"
TIANNENG POWER INTL LTD,"2,190,000","2,363,056","1,573,682"
