0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
DEEPAK FERTILISERS + PETRO,"96,841","956,789","786,468"
DEEPAK NITRITE LTD,"104,547","2,993,264","3,136,915"
DELEK GROUP LTD,"15,148","2,328,094","1,599,926"
DELHIVERY LTD,"786,053","3,290,356","3,772,064"
DELIVEROO PLC,"2,332,252","3,057,138","3,859,246"
DELIVERY HERO SE,"250,673","16,259,198","5,950,808"
DELPHA CONSTRUCTION CO LTD,"203,000","316,995","302,233"
DELTA DUNIA MAKMUR TBK PT,"3,404,700","104,540","119,554"
DELTA ELECTRONICS INC,"9,387,757","56,135,776","112,132,788"
DELTA ELECTRONICS THAI FORGN,"3,041,270","1,602,513","6,899,264"
DELTA ELECTRONICS THAI NVDR,"428,000","934,325","971,372"
DEMANT A/S,"456,681","17,780,708","19,781,503"
DENA CO LTD,"140,200","1,354,584","1,390,153"
DENKA CO LTD,"151,000","3,091,212","2,030,887"
DENSO CORP,"3,460,036","43,641,643","53,731,540"
DENTIUM CO LTD,"10,968","1,022,166","942,620"
DENTSU GROUP INC,"353,600","11,094,112","8,909,288"
DENTSU SOKEN INC,"39,100","1,442,557","1,283,405"
DEPO AUTO PARTS IND CO LTD,"457,000","2,746,046","3,359,724"
DESCARTES SYSTEMS GRP/THE,"463,139","28,904,590","44,863,576"
DESCENTE LTD,"62,200","1,369,295","1,305,021"
DETERRA ROYALTIES LTD,"736,962","1,974,390","1,963,807"
DEUTSCHE BANK AG REGISTERED,"4,499,370","80,538,575","71,886,401"
DEUTSCHE BOERSE AG,"796,746","111,986,352","163,182,757"
DEUTSCHE LUFTHANSA REG,"1,034,778","9,222,109","6,332,547"
DEUTSCHE TELEKOM AG REG,"16,905,025","309,665,860","425,409,904"
DEUTSCHE WOHNEN SE,"66,988","3,121,831","1,289,438"
DEVYANI INTERNATIONAL LTD,"632,976","1,410,252","1,250,290"
DEXCO SA,"697,650","1,087,864","823,951"
DEXERIALS CORP,"92,100","2,193,079","4,267,209"
DEXXOS PARTICIPACOES SA   ON,800,"1,594","1,509"
DFI RETAIL GROUP HOLDINGS LT,"512,500","2,759,500","973,756"
DGB FINANCIAL GROUP INC,"329,030","2,656,561","1,917,060"
DHC SOFTWARE CO LTD  A,"556,400","407,602","344,471"
DHIPAYA GROUP HOLDIN FOREIGN,"573,960","857,878","422,288"
DHL GROUP,"1,751,798","62,344,688","70,950,400"
DIAGEO PLC,"3,510,593","116,817,042","110,489,717"
DIAGNOSTICOS DA AMERICA SA,"472,700","1,051,169","235,735"
DIALOG GROUP BHD,"6,752,900","4,591,331","3,422,471"
DIASORIN SPA,"36,478","4,040,121","3,638,282"
DIC CORP,"153,500","3,525,037","2,911,474"
DIGITAL ARTS INC,"16,400","635,211","459,804"
