0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
FARGLORY LAND DEVELOPMENT CO,"474,299","871,655","1,176,935"
FAST RETAILING CO LTD,"324,900","57,659,529","81,921,820"
FASTIGHETS AB BALDER B SHRS,"1,043,294","5,871,460","7,154,169"
FATTAL HOLDINGS 1998 LTD,"10,763","1,193,660","1,107,670"
FAW JIEFANG GROUP CO LTD A,"798,825","1,004,264","856,722"
FCC CO LTD,"59,600","948,170","870,325"
FEDERAL BANK LTD FOREIGN,"3,858,920","6,299,825","8,202,873"
FEDERAL GRID CO ROSSETI PJSC,"935,848,173",0,11
FEEDBACK TECHNOLOGY CORP,"13,000","49,768","63,514"
FENG HSIN STEEL CO LTD,"634,000","1,650,586","1,506,762"
FENG TAY ENTERPRISE CO LTD,"720,977","3,497,232","3,444,706"
FERGUSON PLC,"381,577","41,238,989","73,493,904"
FERRARI NV,"436,093","92,772,163","177,932,663"
FERROCHINA 12C (DLST),"672,000",0,0
FERROTEC HOLDINGS CORP,"87,300","1,854,538","1,503,844"
FERROVIAL SE,"895,507","24,427,383","34,800,909"
FERTIGLOBE PLC,"1,784,303","2,295,939","1,170,773"
FF GROUP,"39,499",0,0
FIBI HOLDINGS,"28,001","987,155","1,103,777"
FIELMANN GROUP AG,"41,050","2,347,967","1,887,404"
FIH MOBILE LTD,"4,597,000","481,003","518,145"
FII BTLG,"63,202","1,310,863","1,135,018"
FII IRIDIUM,"56,793","1,039,553","738,537"
FILA HOLDINGS CORP,"194,263","6,574,197","5,658,833"
FINABLR PLC,"417,996",0,1
FINANCIAL PARTNERS GROUP,"123,200","1,345,966","1,714,049"
FINE ORGANIC INDUSTRIES LTD,"11,161","866,388","654,511"
FINECOBANK SPA,"2,819,287","39,045,061","42,060,887"
FINNING INTERNATIONAL INC,"267,900","5,682,430","7,852,882"
FINOLEX CABLES LTD,"122,723","1,301,246","2,295,029"
FINOLEX INDUSTRIES LTD,"428,076","1,179,894","1,670,708"
FINVOLUTION GROUP ADR,"329,767","1,710,035","1,572,996"
FIRST ABU DHABI BANK PJSC,"21,978,599","96,185,225","74,558,493"
FIRST CAPITAL SECURITIES C A,"195,129","158,240","136,041"
FIRST FINANCIAL HOLDING CO,"50,831,489","33,636,945","44,028,940"
FIRST INTL BANK ISRAEL,"89,888","2,500,787","3,407,307"
FIRST PACIFIC CO,"5,118,749","2,406,164","2,380,320"
FIRST QUANTUM MINERALS LTD,"895,700","8,687,850","11,762,884"
FIRST RESOURCES LTD,"826,600","897,114","841,700"
FIRST TRACTOR CO H,"970,000","758,200","918,144"
FIRSTRAND LTD,"9,851,909","35,213,120","41,490,325"
FIRSTSERVICE CORP,"71,635","6,697,118","10,899,597"
