0,1,2,3,4,5
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
CENTURY COMMUNITIES,3.88,8/15/2029,"11,700,000","10,619,209","10,425,402"
CENTURY COMMUNITIES,6.75,6/1/2027,"9,575,000","9,582,966","9,617,130"
CF INDUSTRIES INC,5.15,3/15/2034,"2,000,000","1,927,331","1,918,520"
CGI INC,2.30,9/14/2031,"2,000,000","1,993,992","1,591,920"
CHAMPIONS FINANCING INC,8.75,2/15/2029,"9,750,000","9,893,148","9,995,213"
CHARLES SCHWAB CORP,1.00,8/24/2034,"20,000,000","20,466,145","20,829,200"
CHARLES SCHWAB CORP,1.00,5/19/2034,"58,500,000","58,557,622","59,616,180"
CHART INDUSTRIES INC,9.50,1/1/2031,"12,242,000","12,750,143","13,256,984"
CHART INDUSTRIES INC,7.50,1/1/2030,"39,641,000","40,271,457","41,028,039"
CHARTER COMM OPT LLC/CAP,5.50,4/1/2063,"5,000,000","4,180,884","3,885,550"
CHARTER COMM OPT LLC/CAP,6.83,10/23/2055,"2,841,000","2,759,544","2,691,251"
CHARTER COMM OPT LLC/CAP,4.80,3/1/2050,"8,200,000","7,803,004","6,027,246"
CHARTER COMM OPT LLC/CAP,5.75,4/1/2048,"15,172,000","17,356,406","12,718,081"
CHARTER COMM OPT LLC/CAP,6.48,10/23/2045,"112,030,000","116,502,473","102,469,360"
CHARTER COMM OPT LLC/CAP,3.50,3/1/2042,"10,600,000","7,418,494","7,077,302"
CHARTER COMM OPT LLC/CAP,3.50,6/1/2041,"27,000,000","26,553,682","18,149,130"
CHARTER COMM OPT LLC/CAP,5.38,4/1/2038,"10,153,000","12,174,327","8,864,280"
CHARTER COMM OPT LLC/CAP,6.38,10/23/2035,"103,302,000","115,386,620","100,701,889"
CHARTER COMM OPT LLC/CAP,4.40,4/1/2033,"20,000,000","17,877,228","17,667,200"
CHEMOURS CO,4.63,11/15/2029,"17,845,000","15,501,961","15,362,761"
CHEMOURS CO,5.75,11/15/2028,"26,005,000","24,247,390","24,025,759"
CHEMOURS CO,5.38,5/15/2027,"1,300,000","1,225,793","1,234,805"
CHENIERE ENERGY PARTNERS,3.25,1/31/2032,"9,000,000","7,532,513","7,674,660"
CHENIERE ENERGY PARTNERS,4.00,3/1/2031,"13,000,000","11,631,676","11,808,290"
CHESAPEAKE ENERGY CORP,6.75,4/15/2029,"56,812,000","56,775,914","56,864,835"
CHESAPEAKE ENERGY CORP,5.88,2/1/2029,"14,120,000","13,773,722","13,974,988"
CHESAPEAKE ENERGY CORP,5.50,2/1/2026,"18,070,000","17,916,441","17,897,432"
CHEVRON CORP,3.08,5/11/2050,"24,803,000","21,256,400","16,940,449"
CHEVRON CORP,2.98,5/11/2040,"2,000,000","2,103,579","1,494,040"
CHOBANI LLC/FINANCE CORP,7.63,7/1/2029,"5,450,000","5,481,806","5,619,986"
CHOICE HOTELS INTL INC,3.70,1/15/2031,"4,389,000","4,508,907","3,873,029"
CHORD ENERGY CORP,6.38,6/1/2026,"535,000","535,000","534,246"
CHROMALLOY CORPORATION,1.00,3/27/2031,"3,500,000","3,465,000","3,504,375"
CHS/COMMUNITY HEALTH SYS,10.88,1/15/2032,"49,160,000","50,431,683","51,226,195"
CHS/COMMUNITY HEALTH SYS,4.75,2/15/2031,"38,535,000","31,756,890","30,296,988"
CHS/COMMUNITY HEALTH SYS,5.25,5/15/2030,"70,141,000","59,680,501","57,873,339"
CHS/COMMUNITY HEALTH SYS,6.00,1/15/2029,"29,935,000","27,142,062","26,395,186"
CHS/COMMUNITY HEALTH SYS,8.00,12/15/2027,"8,145,000","8,069,845","8,073,161"
CHS/COMMUNITY HEALTH SYS,5.63,3/15/2027,"63,062,000","58,955,579","58,676,038"
CHUBB INA HOLDINGS LLC,2.85,12/15/2051,"800,000","573,543","523,144"
CHUBB INA HOLDINGS LLC,4.35,11/3/2045,"5,200,000","5,272,442","4,490,720"
CHURCH + DWIGHT CO INC,5.00,6/15/2052,"10,000,000","9,995,439","9,285,000"
CHURCHILL DOWNS INC,6.75,5/1/2031,"21,414,000","21,294,036","21,566,039"
CHURCHILL DOWNS INC,5.75,4/1/2030,"50,891,000","48,729,822","49,448,749"
CHURCHILL DOWNS INC,4.75,1/15/2028,"26,676,000","25,351,541","25,512,126"
CHURCHILL DOWNS INC,5.50,4/1/2027,"18,067,000","17,833,439","17,809,184"
CIGNA GROUP/THE,5.60,2/15/2054,"15,000,000","14,978,526","14,368,800"
CIGNA GROUP/THE,4.80,7/15/2046,"18,000,000","19,927,854","15,836,040"
CIGNA GROUP/THE,3.20,3/15/2040,"18,000,000","18,386,505","13,315,140"
CIGNA GROUP/THE,4.80,8/15/2038,"72,525,000","77,225,488","66,622,916"
CIGNA GROUP/THE,5.25,2/15/2034,"10,000,000","9,920,568","9,855,800"
CINEMARK USA INC,5.25,7/15/2028,"44,061,000","40,717,813","42,094,558"
CINEMARK USA INC,5.88,3/15/2026,"865,000","838,872","855,779"
