0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
TOKEN CORP,"13,250","807,035","981,848"
TOKIO MARINE HOLDINGS INC,"10,246,479","188,593,386","382,507,189"
TOKUYAMA CORP,"130,900","2,067,941","2,400,973"
TOKYO CENTURY CORP,"444,500","4,272,203","4,169,843"
TOKYO ELECTRIC POWER COMPANY,"2,973,059","23,838,899","16,009,396"
TOKYO ELECTRON DEVICE LTD,"31,600","1,237,473","840,782"
TOKYO ELECTRON LTD,"1,288,100","185,754,011","279,468,764"
TOKYO GAS CO LTD,"1,986,879","45,046,827","42,674,791"
TOKYO KIRABOSHI FINANCIAL GR,"42,300","947,047","1,256,958"
TOKYO OHKA KOGYO CO LTD,"213,700","4,317,957","5,794,986"
TOKYO SEIMITSU CO LTD,"67,700","3,783,125","5,174,518"
TOKYO STEEL MFG CO LTD,"156,800","1,294,044","1,589,842"
TOKYO TATEMONO CO LTD,"1,012,300","13,862,364","15,978,054"
TOKYOTOKEIBA CO LTD,"26,200","764,430","660,457"
TOKYU CORP,"2,706,667","41,538,920","29,816,076"
TOKYU FUDOSAN HOLDINGS CORP,"1,060,600","6,688,981","7,077,938"
TOMONY HOLDINGS INC,"35,200","102,063","92,344"
TOMRA SYSTEMS ASA,"391,141","7,431,333","4,680,131"
TOMY COMPANY LTD,"151,300","1,620,555","2,979,731"
TON YI INDUSTRIAL CORP,"1,099,000","655,821","518,313"
TONG HSING ELECTRONIC INDUST,"272,626","1,363,341","1,260,552"
TONG REN TANG TECHNOLOGIES H,"918,000","870,860","592,609"
TONG TAI MACHINE + TOOL CO,"74,000","52,884","71,852"
TONG YANG INDUSTRY,"1,654,450","4,832,750","5,507,780"
TONGCHENG TRAVEL HOLDINGS LT,"2,107,200","4,665,990","4,194,421"
TONGDAO LIEPIN GROUP,"2,374,012","1,114,132","668,959"
TONGFU MICROELECTRONIC CO A,"67,400","193,709","206,700"
TONGKUN GROUP CO LTD A,"291,156","592,298","636,483"
TONGLING NONFERROUS METALS A,"601,393","309,838","297,370"
TONGWEI CO LTD A,"185,122","740,836","484,576"
TOP GLOVE CORP BHD,"8,539,100","3,328,023","1,991,102"
TOPCHOICE MEDICAL CORPORAT A,"11,959","138,695","88,537"
TOPCO SCIENTIFIC CO LTD,"356,001","1,978,853","3,017,937"
TOPCO TECHNOLOGIES CORP,"12,000","28,629","27,705"
TOPCON CORP,"189,800","1,993,700","2,119,717"
TOPDANMARK A/S,"73,468","2,495,997","3,883,430"
TOPICUS.COM INC SUB VOTING,"162,763","11,091,244","13,916,959"
TOPOINT TECHNOLOGY CO LTD,"18,000","17,651","17,339"
TOPPAN HOLDINGS INC,"697,226","14,270,483","19,214,241"
TOPRE CORP,"70,600","919,404","927,377"
TOPSPORTS INTERNATIONAL HOLD,"4,794,000","4,845,977","2,548,348"
TORAY INDUSTRIES INC,"2,713,264","16,579,768","12,844,567"
