0,1,2,3,4,5
,,Corporate Bonds,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
MALLINCKRODT FIN/SB,14.75,11/14/2028,"8,625,000","9,351,075","9,393,746"
MARATHON OIL CORP,6.80,3/15/2032,"5,783,000","6,042,577","6,291,846"
MARATHON PETROLEUM CORP,6.50,3/1/2041,"43,834,000","46,169,162","45,602,702"
MARRIOTT INTERNATIONAL,5.30,5/15/2034,"13,000,000","12,838,101","12,758,330"
MARRIOTT INTERNATIONAL,3.50,10/15/2032,"24,000,000","24,265,700","20,832,720"
MARRIOTT OWNERSHIP RESOR,4.50,6/15/2029,"18,631,000","16,698,665","17,112,387"
MARS INC,4.75,4/20/2033,"20,000,000","19,785,868","19,416,400"
MARS INC,4.65,4/20/2031,"8,000,000","8,000,000","7,802,880"
MARSH + MCLENNAN COS INC,5.45,3/15/2053,"11,000,000","11,301,199","10,700,690"
MARSH + MCLENNAN COS INC,6.25,11/1/2052,"7,000,000","6,934,551","7,577,220"
MARSH + MCLENNAN COS INC,4.90,3/15/2049,"13,750,000","17,658,204","12,321,513"
MARSH + MCLENNAN COS INC,4.35,1/30/2047,"9,638,000","9,917,987","8,141,411"
MASS MUTUAL LIFE INS CO,1.00,2/15/2069,"11,525,000","11,899,095","10,090,022"
MASS MUTUAL LIFE INS CO,5.67,12/1/2052,"10,000,000","10,000,000","9,768,200"
MASTERBRAND INC,7.00,7/15/2032,"16,533,000","16,624,407","16,743,300"
MASTERCARD INC,3.85,3/26/2050,"24,968,000","25,765,968","19,693,760"
MASTERCARD INC,3.65,6/1/2049,"4,694,000","4,771,600","3,584,855"
MASTERCARD INC,4.88,5/9/2034,"24,000,000","23,771,089","23,725,440"
MASTERCARD INC,4.85,3/9/2033,"15,000,000","15,516,643","14,926,800"
MATADOR RESOURCES CO,6.50,4/15/2032,"43,049,000","43,117,634","43,079,134"
MATADOR RESOURCES CO,6.88,4/15/2028,"11,256,000","11,206,662","11,430,693"
MATCH GROUP HLD II LLC,3.63,10/1/2031,"10,176,000","8,821,684","8,620,497"
MATCH GROUP HLD II LLC,4.13,8/1/2030,"13,169,000","11,701,806","11,681,693"
MATCH GROUP HLD II LLC,4.63,6/1/2028,"24,489,000","23,090,315","22,947,907"
MATCH GROUP HLD II LLC,5.00,12/15/2027,"1,200,000","1,142,008","1,150,620"
MATTAMY GROUP CORP,4.63,3/1/2030,"13,625,000","12,376,683","12,563,068"
MATTAMY GROUP CORP,5.25,12/15/2027,"12,500,000","11,992,348","12,148,000"
MATTHEWS INTERNATIONAL C,5.25,12/1/2025,"1,775,000","1,768,579","1,735,684"
MAUSER PACKAGING SOLUT,7.88,4/15/2027,"100,897,000","100,788,841","103,088,483"
MAUSER PACKAGING SOLUT,9.25,4/15/2027,"575,000","572,121","575,598"
MAVIS TIRE EXPRESS SERVI,6.50,5/15/2029,"500,000","442,303","466,105"
MAXIM CRANE WORKS LLC,11.50,9/1/2028,"3,200,000","3,297,705","3,305,664"
MAZOON ASSETS CO SAOC,5.50,2/14/2029,"20,000,000","19,881,483","19,743,750"
MAZOON ASSETS CO SAOC,5.20,11/8/2027,"8,800,000","8,609,241","8,668,000"
MCDONALD S CORP,5.45,8/14/2053,"20,000,000","19,945,840","19,323,600"
MCDONALD S CORP,4.45,9/1/2048,"7,842,000","8,515,421","6,588,299"
MCDONALD S CORP,4.45,3/1/2047,"28,162,000","29,203,943","23,639,746"
MCDONALD S CORP,4.88,12/9/2045,"62,019,000","67,555,707","55,733,995"
MCDONALD S CORP,4.60,5/26/2045,"11,042,000","12,587,753","9,553,207"
MCDONALD S CORP,6.30,3/1/2038,"3,400,000","4,430,996","3,646,126"
MCDONALD S CORP,5.20,5/17/2034,"15,000,000","14,950,962","15,046,350"
MCGRAW HILL EDUCATION,8.00,8/1/2029,"15,450,000","14,061,274","15,029,606"
MCGRAW HILL EDUCATION,5.75,8/1/2028,"24,440,000","22,181,860","23,572,624"
MCKESSON CORP,5.10,7/15/2033,"20,000,000","19,908,062","19,976,000"
MDGH GMTN RSC LTD,5.08,5/22/2053,"24,500,000","23,786,881","23,175,469"
MDGH GMTN RSC LTD,3.40,6/7/2051,"950,000","757,542","678,063"
MDGH GMTN RSC LTD,3.95,5/21/2050,"10,200,000","8,951,503","8,089,875"
MDGH GMTN RSC LTD,3.70,11/7/2049,"40,200,000","33,763,646","30,577,125"
MDGH GMTN RSC LTD,5.88,5/1/2034,"32,600,000","32,528,323","34,311,500"
MDGH GMTN RSC LTD,4.38,11/22/2033,"29,000,000","28,804,755","27,332,500"
MDGH GMTN RSC LTD,5.50,4/28/2033,"30,000,000","31,568,340","30,796,875"
MDGH GMTN RSC LTD,3.38,3/28/2032,"16,700,000","15,431,341","14,967,375"
MDGH GMTN RSC LTD,2.88,5/21/2030,"20,000,000","18,288,050","17,806,250"
