0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
SIME DARBY BERHAD,"12,625,192","6,875,128","7,012,054"
SIMMTECH CO LTD,"31,594","1,195,818","826,288"
SIMPAR SA,"432,600","635,979","415,120"
SIMPLEX HOLDINGS INC,"68,100","1,199,051","1,200,196"
SIMPLO TECHNOLOGY CO LTD,"818,200","10,133,993","10,781,930"
SIMS LTD,"276,382","3,302,927","1,901,192"
SINBON ELECTRONICS CO LTD,"971,105","8,288,397","8,740,738"
SINCH AB,"1,103,529","1,893,830","2,678,018"
SINGAPORE AIRLINES LTD,"2,687,875","12,275,538","13,684,809"
SINGAPORE EXCHANGE LTD,"3,828,374","23,336,469","26,779,550"
SINGAPORE POST LTD,"2,979,300","1,945,514","945,292"
SINGAPORE TECH ENGINEERING,"7,893,736","21,182,315","25,220,348"
SINGAPORE TELECOMMUNICATIONS,"36,051,052","78,853,418","73,152,845"
SINMAG EQUIPMENT CORP,"16,000","76,612","79,404"
SINO AMERICAN SILICON PRODUC,"2,320,000","12,684,443","15,554,151"
SINO BIOPHARMACEUTICAL,"17,734,747","10,352,833","6,065,011"
SINO LAND CO,"16,961,350","23,690,203","17,488,391"
SINO OCEAN GROUP HOLDING LTD,"4,232,000","296,527","181,589"
SINOCARE INC   A,"73,000","284,833","253,371"
SINOFERT HOLDINGS LTD,"2,928,000","354,956","375,054"
SINOFIBERS TECHNOLOGY CO L A,"58,000","303,089","170,802"
SINOMA INTERNATIONAL ENGIN A,"226,900","404,796","374,808"
SINOMA SCIENCE+TECHNOLOGY  A,"73,357","182,937","129,624"
SINOMINE RESOURCE GROUP CO A,"31,380","187,364","115,190"
SINON CORP,"63,000","80,011","85,446"
SINOPAC FINANCIAL HOLDINGS,"59,551,264","24,325,264","46,625,529"
SINOPEC ENGINEERING GROUP H,"3,608,500","2,327,668","2,495,835"
SINOPEC KANTONS HOLDINGS,"2,476,000","1,199,713","1,284,433"
SINOPEC OILFIELD SERVICE  H,"6,544,000","635,760","427,482"
SINOPEC SHANGHAI PETROCHE A,"164,700","64,855","58,879"
SINOPEC SHANGHAI PETROCHEM H,"6,443,999","1,786,119","907,912"
SINOPHARM GROUP CO H,"2,343,099","7,092,000","6,227,866"
SINOTRANS LIMITED H,"3,968,783","1,624,929","1,931,875"
SINOTRUK HONG KONG LTD,"1,594,000","3,163,236","4,144,595"
SINOTRUK JINAN TRUCK CO LT A,"427,941","1,045,100","839,372"
SINOVAC BIOTECH LTD,"68,732",0,0
SINPHAR PHARMACEUTICAL CO,"8,000","9,213","9,556"
SINYI REALTY INC,"209,000","210,483","204,223"
SIRTEC INTERNATIONAL CO LTD,"225,000","253,718","267,713"
SIS DISTRIBUTION THA FOREIGN,"27,800","19,051","19,886"
SISTEMA PJSFC,"5,147,700",0,0
SITC INTERNATIONAL HOLDINGS,"2,156,000","3,617,304","5,854,343"
