0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
HALMA PLC,"668,501","15,114,385","22,869,474"
HAMAMATSU PHOTONICS KK,"589,303","21,663,748","15,782,154"
HAN S LASER TECHNOLOGY IN A,"86,756","251,338","247,172"
HANA FINANCIAL GROUP,"898,936","34,601,516","39,640,986"
HANA MICROELECTRONICS FOREIG,"948,700","1,104,003","1,202,113"
HANA MICROELECTRONICS NVDR,"53,700","68,508","68,052"
HANA MICRON INC,"71,530","1,338,246","985,824"
HANA TOUR SERVICE INC,"18,380","767,645","781,137"
HANALL BIOPHARMA CO LTD,"65,792","1,330,852","1,479,315"
HANG LUNG GROUP LTD,"1,515,000","3,237,993","1,649,407"
HANG LUNG PROPERTIES LTD,"9,710,500","23,334,985","8,283,414"
HANG SENG BANK LTD,"3,330,722","70,093,828","42,831,735"
HANG ZHOU GREAT STAR INDUS A,"48,659","165,270","164,622"
HANGJIN TECHNOLOGY CO LTD A,"130,100","556,069","393,463"
HANGZHOU BINJIANG REAL EST A,"130,300","177,631","129,573"
HANGZHOU CHANG CHUAN TECHN A,"25,800","139,604","96,015"
HANGZHOU FIRST APPLIED MAT A,"69,163","206,338","139,263"
HANGZHOU LION MICROELECTRO A,"93,000","297,140","294,763"
HANGZHOU OXYGEN PLANT GROU A,"58,200","245,933","177,370"
HANGZHOU ROBAM APPLIANCES A,"95,574","339,620","289,307"
HANGZHOU SILAN MICROELECTR A,"74,000","249,904","177,478"
HANGZHOU STEAM TURBINE PO B,"603,445","481,180","534,861"
HANGZHOU TIGERMED CONSULTI A,"39,402","339,398","262,308"
HANGZHOU TIGERMED CONSULTI H,"172,904","2,630,611","611,270"
HANJIN KAL CORP,"53,847","2,944,000","2,526,749"
HANKOOK + CO,"13,817","180,619","152,675"
HANKOOK TIRE + TECHNOLOGY CO,"143,606","4,215,599","4,715,577"
HANKYU HANSHIN HOLDINGS INC,"1,209,366","40,747,912","32,132,559"
HANMI PHARM CO LTD,"13,524","3,335,577","2,657,645"
HANMI SCIENCE CO LTD,"37,810","1,680,810","852,893"
HANMI SEMICONDUCTOR CO LTD,"89,972","7,400,710","11,262,047"
HANNOVER RUECK SE,"293,311","65,447,906","74,408,114"
HANNSTAR BOARD CORP,"489,000","915,583","842,598"
HANNSTAR DISPLAY CORP,"3,255,545","846,307","985,449"
HANON SYSTEMS,"280,478","1,672,362","963,812"
HANSEN TECHNOLOGIES LTD,"275,891","894,101","836,514"
HANSOH PHARMACEUTICAL GROUP,"1,452,000","4,134,409","3,035,157"
HANSOL CHEMICAL CO LTD,"14,811","1,529,351","1,964,380"
HANSSEM CO LTD,"11,893","490,325","528,772"
HANWA CO LTD,"72,600","2,076,917","2,780,184"
HANWHA AEROSPACE CO LTD,"219,293","15,348,826","39,748,443"
HANWHA CORPORATION,"81,594","2,020,385","1,591,611"
