0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
NANYA TECHNOLOGY CORP,"41,000","87,524","88,088"
NARI TECHNOLOGY CO LTD A,"16,000","51,479","54,962"
NASPERS LTD N SHS,"6,440","1,114,738","1,258,100"
NATIONAL AUSTRALIA BANK LTD,"87,017","1,626,575","2,105,482"
NATIONAL BANK OF CANADA,"9,423","659,228","747,243"
NATIONAL BANK OF GREECE,"29,450","189,754","245,687"
NATIONAL BANK OF KUWAIT,"273,615","775,364","768,887"
NATIONAL GRID PLC,"137,021","1,548,783","1,528,735"
NATIONAL SILICON INDUSTRY  A,"7,024","19,850","13,350"
NATURA +CO HOLDING SA,"31,105","95,402","87,024"
NATWEST GROUP PLC,"181,571","551,337","715,655"
NAURA TECHNOLOGY GROUP CO A,"1,100","40,842","48,428"
NAVER CORP,"4,691","748,269","568,782"
NCSOFT CORP,527,"99,415","68,876"
NEC CORP,"7,200","397,916","592,838"
NEDBANK GROUP LTD,"16,600","185,911","233,100"
NEMETSCHEK SE,"1,500","108,136","147,660"
NEPI ROCKCASTLE N.V.,"20,120","120,624","144,752"
NESTE OYJ,"11,086","387,734","197,529"
NESTLE (MALAYSIA) BERHAD,"2,500","69,651","64,388"
NESTLE INDIA LTD,"13,013","382,610","398,197"
NESTLE SA REG,"75,029","8,696,229","7,658,202"
NETEASE INC,"69,600","1,423,796","1,329,170"
NETMARBLE CORP,865,"28,150","33,745"
NEW CHINA LIFE INSURANCE C A,"3,900","21,888","16,118"
NEW CHINA LIFE INSURANCE C H,"38,900","93,160","74,239"
NEW HOPE LIUHE CO LTD A,"12,600","20,158","15,850"
NEW ORIENTAL EDUCATION + TEC,"52,800","310,696","403,740"
NEW WORLD DEVELOPMENT,"247,000","511,050","231,264"
NEXI SPA,"15,009","106,974","91,593"
NEXON CO LTD,"9,500","186,522","175,696"
NEXT PLC,"3,661","329,488","418,174"
NH INVESTMENT + SECURITIES C,"7,235","55,464","66,700"
NHPC LTD,"109,651","141,093","132,416"
NIBE INDUSTRIER AB B SHS,"39,688","283,309","168,418"
NICE LTD,"1,685","331,635","275,570"
NIDEC CORP,"11,400","577,576","509,194"
NIEN MADE ENTERPRISE CO LTD,"7,000","67,704","84,151"
NINESTAR CORP A,"3,700","13,798","13,454"
NINGBO DEYE TECHNOLOGY CO  A,"1,400","12,270","14,324"
NINGBO ORIENT WIRES + CABL A,"1,500","7,690","10,076"
NINGBO SANXING MEDICAL CO  A,"3,100","11,614","14,932"
