0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
VITROLIFE AB,"110,448","2,108,103","1,817,823"
VIVA ENERGY GROUP LTD,"1,995,749","3,653,792","4,198,556"
VIVENDI SE,"1,819,815","33,770,342","19,028,308"
VNET GROUP INC ADR,"175,689","1,760,266","368,081"
VOBILE GROUP LTD PARALLEL,"2,775,769","1,663,745","444,419"
VODACOM GROUP LTD,"1,144,016","8,186,052","6,109,292"
VODAFONE GROUP PLC,"47,111,466","90,681,633","41,545,267"
VODAFONE IDEA LTD,"32,584,204","6,141,109","6,990,706"
VODAFONE QATAR,"2,027,194","861,956","944,836"
VOLKSWAGEN AG,"61,720","10,999,677","7,415,246"
VOLKSWAGEN AG PREF,"357,552","51,768,129","40,390,012"
VOLTAMP TRANSFORMERS LTD,"9,247","1,001,889","1,220,234"
VOLTAS LTD,"347,590","4,307,915","6,137,128"
VOLTRONIC POWER TECHNOLOGY,"134,050","6,840,223","7,954,529"
VOLVO AB A SHS,"394,305","8,182,051","10,291,310"
VOLVO AB B SHS,"2,802,409","52,145,611","71,739,257"
VOLVO CAR AB B,"1,028,252","4,828,948","3,183,249"
VONOVIA SE,"1,147,991","44,127,974","32,666,108"
VONTOBEL HOLDING AG REG,"49,489","2,802,962","2,962,993"
VOPAK,"107,671","4,421,074","4,472,774"
VSTECS HOLDINGS LTD,"1,120,000","677,520","635,511"
VTB BANK PJSC,"10,573,644,000","224,830",123
VTECH HOLDINGS LTD,"299,600","2,513,863","2,241,045"
VULCABRAS SA,"22,100","66,575","58,846"
VULCAN STEEL LTD,"154,351","784,379","687,567"
W SCOPE CHUNGJU PLANT CO LTD,"36,378","1,366,909","799,444"
WACKER CHEMIE AG,"25,511","2,909,505","2,783,368"
WACOAL HOLDINGS CORP,"82,700","1,802,246","2,311,454"
WACOM CO LTD,"213,100","1,080,600","1,000,191"
WAFER WORKS CORP,"756,710","884,182","882,871"
WAFFER TECHNOLOGY CORP,"179,000","729,552","509,278"
WAH LEE INDUSTRIAL CORP,"405,920","1,223,971","1,776,891"
WALAA COOPERATIVE INSURANCE,"54,893","462,390","423,593"
WALLENSTAM AB B SHS,"550,703","2,149,893","2,618,263"
WALMART DE MEXICO SAB DE CV,"10,845,500","37,131,819","36,927,666"
WALSIN LIHWA CORP,"8,726,942","8,690,498","9,549,754"
WALSIN TECHNOLOGY CORP,"515,000","2,489,049","1,873,220"
WALTON ADVANCED ENGINEERING,"304,000","174,463","193,974"
WALVAX BIOTECHNOLOGY CO A,"63,328","194,712","98,711"
WAN HAI LINES LTD,"1,014,292","1,165,862","2,770,153"
WANDA FILM HOLDING CO LTD A,"89,300","164,026","147,881"
WANHUA CHEMICAL GROUP CO  A,"750,468","9,319,166","8,311,750"
