0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
SEGA SAMMY HOLDINGS INC,"260,467","3,769,433","3,867,498"
SEIBU HOLDINGS INC,"939,000","11,765,728","12,941,458"
SEIKO EPSON CORP,"1,358,000","20,384,895","21,096,867"
SEIKO GROUP CORP,"52,400","1,176,765","1,601,057"
SEINO HOLDINGS CO LTD,"221,554","2,327,665","2,989,459"
SEIREN CO LTD,"69,500","757,950","1,036,496"
SEKISUI CHEMICAL CO LTD,"1,888,436","28,132,230","26,132,404"
SEKISUI HOUSE LTD,"2,736,038","46,292,438","60,602,408"
SEKISUI JUSHI CORP,"44,633","621,881","631,240"
SELECT HARVESTS LTD,"205,931","840,578","541,873"
SEMBCORP INDUSTRIES LTD,"1,623,181","3,468,871","5,760,934"
SEMEN INDONESIA PERSERO TBK,"7,365,119","3,417,983","1,677,673"
SENAO INTERNATIONAL CO LTD,"29,000","35,065","34,058"
SENDAS DISTRIBUIDORA SA,"566,203","1,474,659","1,054,065"
SENKO GROUP HOLDINGS CO LTD,"192,500","1,295,299","1,348,676"
SENSETIME GROUP INC CLASS B,"28,947,000","7,932,551","4,894,095"
SENSHU IKEDA HOLDINGS INC,"456,300","883,363","1,134,652"
SEOUL SEMICONDUCTOR CO LTD,"67,893","1,072,075","450,884"
SERCO GROUP PLC,"2,363,549","4,932,324","5,369,195"
SERCOMM CORP,"445,000","1,369,557","1,618,611"
SERENA ENERGIA SA,"498,080","1,324,513","790,014"
SERIA CO LTD,"83,900","1,521,897","1,521,946"
SES,"589,944","4,063,172","3,007,092"
SESODA CORP,"101,000","107,211","104,918"
SEVEN + I HOLDINGS CO LTD,"5,925,768","74,464,438","72,202,569"
SEVEN BANK LTD,"1,225,200","2,836,780","2,048,875"
SEVEN GROUP HOLDINGS LTD,"408,204","7,725,973","10,272,317"
SEVERN TRENT PLC,"351,665","9,764,097","10,581,649"
SEVERSTAL PJSC,"401,574",0,0
SFA ENGINEERING CORP,"27,004","649,351","528,704"
SFA SEMICON CO LTD,"131,718","530,732","521,514"
SFS GROUP AG,"29,820","2,886,682","3,962,291"
SG HOLDINGS CO LTD,"2,105,200","27,529,488","19,401,710"
SG MICRO CORP A,"18,798","230,255","213,140"
SGS SA REG,"681,801","65,279,339","60,698,954"
SH JINJIANG INTL HOTELS   B,"379,701","713,954","512,234"
SHAANXI COAL INDUSTRY CO L A,"12,530,674","43,406,155","44,229,922"
SHAANXI CONSTRUCTION ENGIN A,"390,700","293,989","194,257"
SHAN XI HUA YANG GROUP NEW A,"23,829,169","32,436,755","32,508,344"
SHANDONG CHENMING PAPER B,"1,785,261","787,471","336,134"
SHANDONG CHENMING PAPER H,"515,750","205,707","113,622"
SHANDONG DONGYUE SILICONE A,"111,745","259,007","104,692"
