0,1,2,3
,Domestic Equity,,
Security Name,Shares,Book Value,Market Value
ARISTA NETWORKS INC,"3,089","623,238","1,082,633"
ARTHUR J GALLAGHER + CO,"2,349","533,956","609,119"
ASPEN TECHNOLOGY INC,341,"65,117","67,733"
ASSURANT INC,617,"85,346","102,576"
AT+T INC,"82,302","1,200,887","1,572,791"
ATMOS ENERGY CORP,"1,610","180,674","187,807"
AUTODESK INC,"2,630","576,468","650,794"
AUTOMATIC DATA PROCESSING,"4,596","1,160,943","1,097,019"
AUTOZONE INC,211,"540,494","625,425"
AVANTOR INC,"7,292","154,333","154,590"
AVERY DENNISON CORP,809,"148,905","176,888"
AXON ENTERPRISE INC,882,"189,666","259,520"
BAKER HUGHES CO,"11,216","414,022","394,467"
BALL CORP,"3,421","184,957","205,328"
BANK OF AMERICA CORP,"79,048","2,265,593","3,143,739"
BANK OF NEW YORK MELLON CORP,"8,259","375,501","494,632"
BATH + BODY WORKS INC,"2,417","90,229","94,384"
BAXTER INTERNATIONAL INC,"5,719","222,355","191,301"
BECTON DICKINSON AND CO,"3,240","877,576","757,220"
BEIGENE LTD,"23,900","379,088","263,875"
BENTLEY SYSTEMS INC CLASS B,"3,065","153,834","151,288"
BERKSHIRE HATHAWAY INC CL B,"14,745","5,323,743","5,998,266"
BEST BUY CO INC,"2,136","157,943","180,043"
BIO RAD LABORATORIES A,235,"89,470","64,181"
BIO TECHNE CORP,"1,621","125,238","116,145"
BIOGEN INC,"1,542","409,830","357,466"
BIOMARIN PHARMACEUTICAL INC,"1,913","173,481","157,497"
BLACKROCK INC,"1,651","1,151,104","1,299,865"
BLOCK INC,"6,760","401,879","435,952"
BOEING CO/THE,"6,977","1,549,537","1,269,884"
BOOKING HOLDINGS INC,397,"1,247,964","1,572,716"
BOOZ ALLEN HAMILTON HOLDINGS,"1,586","182,537","244,085"
BOSTON SCIENTIFIC CORP,"16,447","897,102","1,266,583"
BRISTOL MYERS SQUIBB CO,"23,032","1,385,416","956,519"
BROADCOM INC,"5,004","4,421,567","8,034,072"
BROADRIDGE FINANCIAL SOLUTIO,"1,469","276,433","289,393"
BROOKFIELD RENEWABLE COR A,"3,591","99,436","101,719"
BROWN + BROWN INC,"2,462","178,088","220,127"
BUILDERS FIRSTSOURCE INC,"1,346","184,660","186,300"
BUNGE GLOBAL SA,"1,717","194,258","183,324"
BURLINGTON STORES INC,687,"111,843","164,880"
C.H. ROBINSON WORLDWIDE INC,"1,341","116,669","118,169"
CADENCE DESIGN SYS INC,"3,322","816,345","1,022,346"
