0,1,2,3,4
Security Name,Rate,Maturity Date,Par Value,Book Value
TWILIO INC,3.63,3/15/2029,"10,196,000","9,157,888"
TYCO ELECTRONICS GROUP S,7.13,10/1/2037,"15,080,000","16,825,530"
TYSON FOODS INC,5.10,9/28/2048,"9,474,000","9,831,313"
TYSON FOODS INC,4.55,6/2/2047,"15,308,000","15,962,025"
TYSON FOODS INC,5.15,8/15/2044,"1,400,000","1,641,518"
TYSON FOODS INC,4.88,8/15/2034,"2,900,000","3,152,186"
TYSON FOODS INC,5.70,3/15/2034,"25,000,000","24,986,809"
UBER TECHNOLOGIES INC,4.50,8/15/2029,"50,269,000","47,889,999"
UBER TECHNOLOGIES INC,6.25,1/15/2028,"17,526,000","17,511,513"
UBER TECHNOLOGIES INC,7.50,9/15/2027,"38,152,000","38,763,517"
UBER TECHNOLOGIES INC,8.00,11/1/2026,"28,825,000","28,945,166"
UBS GROUP AG,1.00,12/31/2099,"19,500,000","18,990,907"
UBS GROUP AG,1.00,11/15/2033,"48,490,000","53,917,385"
UBS GROUP AG,1.00,8/12/2033,"2,500,000","2,565,666"
UBS GROUP AG,1.00,5/14/2032,"46,000,000","45,006,463"
UBS GROUP AG,1.00,4/1/2031,"4,000,000","4,275,644"
UKG INC,6.88,2/1/2031,"83,947,000","84,521,696"
"UKG, INC,",1.00,2/10/2031,"2,840,000","2,840,000"
UNDER ARMOUR INC,3.25,6/15/2026,"10,150,000","9,763,698"
UNIFRAX ESCROW ISS CORP,5.25,9/30/2028,"7,175,000","6,206,127"
UNILEVER CAPITAL CORP,5.00,12/8/2033,"10,000,000","9,922,111"
UNION PACIFIC CORP,4.10,9/15/2067,"11,600,000","11,106,337"
UNION PACIFIC CORP,2.97,9/16/2062,"3,000,000","1,956,009"
UNION PACIFIC CORP,3.84,3/20/2060,"9,725,000","8,932,179"
UNION PACIFIC CORP,3.95,8/15/2059,"13,800,000","13,730,155"
UNION PACIFIC CORP,4.95,5/15/2053,"33,000,000","33,289,735"
UNION PACIFIC CORP,3.50,2/14/2053,"41,000,000","38,907,628"
UNION PACIFIC CORP,4.95,9/9/2052,"10,000,000","9,937,511"
UNION PACIFIC CORP,2.95,3/10/2052,"26,000,000","25,989,364"
UNION PACIFIC CORP,3.80,10/1/2051,"3,000,000","3,063,698"
UNION PACIFIC CORP,3.25,2/5/2050,"2,000,000","1,735,822"
UNION PACIFIC CORP,4.00,4/15/2047,"5,292,000","5,321,817"
UNION PACIFIC CORP,4.05,3/1/2046,"14,500,000","15,157,951"
UNION PACIFIC CORP,3.20,5/20/2041,"44,500,000","44,872,354"
UNION PACIFIC CORP,3.55,8/15/2039,"17,694,000","18,274,351"
UNION PACIFIC CORP,3.60,9/15/2037,"1,200,000","1,261,855"
UNITED AIR 2018 1 AA PTT,3.50,9/1/2031,"5,878,126","5,584,145"
UNITED AIR 2019 2 AA PTT,2.70,11/1/2033,"8,483,407","8,412,994"
UNITED AIRLINES HOLDINGS,4.88,1/15/2025,"740,000","737,259"
UNITED AIRLINES INC,1.00,2/22/2031,"1,995,000","1,985,025"
UNITED AIRLINES INC,4.63,4/15/2029,"68,176,000","64,461,897"
UNITED AIRLINES INC,4.38,4/15/2026,"77,911,000","76,390,356"
UNITED NATURAL FOODS INC,6.75,10/15/2028,"2,625,000","2,350,009"
UNITED PARCEL SERVICE,5.05,3/3/2053,"17,000,000","17,443,943"
UNITED PARCEL SERVICE,5.30,4/1/2050,"10,000,000","11,263,102"
UNITED PARCEL SERVICE,3.75,11/15/2047,"11,702,000","10,799,847"
UNITED PARCEL SERVICE,3.40,11/15/2046,"22,327,000","21,531,943"
UNITED RENTALS NORTH AM,6.13,3/15/2034,"21,510,000","21,420,288"
UNITED RENTALS NORTH AM,3.75,1/15/2032,"21,565,000","19,105,411"
UNITED RENTALS NORTH AM,3.88,2/15/2031,"31,941,000","28,679,738"
UNITED RENTALS NORTH AM,4.00,7/15/2030,"23,380,000","21,595,625"
UNITED RENTALS NORTH AM,5.25,1/15/2030,"9,666,000","9,316,459"
UNITED RENTALS NORTH AM,4.88,1/15/2028,"51,965,000","50,933,348"
