0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
NISSHIN SEIFUN GROUP INC,"1,263,083","21,393,667","14,522,392"
NISSHINBO HOLDINGS INC,"213,600","1,644,105","1,426,793"
NISSIN FOODS HOLDINGS CO LTD,"937,299","20,904,498","23,784,996"
NISSUI CORP,"574,700","2,702,457","3,082,547"
NITERRA CO LTD,"560,639","14,104,388","16,276,166"
NITORI HOLDINGS CO LTD,"123,100","12,156,344","13,001,816"
NITTO BOSEKI CO LTD,"44,800","1,103,324","1,807,486"
NITTO DENKO CORP,"256,952","15,441,221","20,302,679"
NITTO KOGYO CORP,"42,200","738,039","918,191"
NKT A/S,"92,216","4,070,100","8,077,634"
NMC HEALTH PLC,"206,717","7,269,033",0
NMDC LTD,"2,108,283","3,981,310","6,221,743"
NMDC STEEL LTD,"1,672,975","1,152,990","1,137,556"
NN GROUP NV,"545,982","22,121,776","25,425,250"
NOEVIR HOLDING CO,"22,900","1,105,880","802,909"
NOF CORP,"368,000","4,232,581","5,026,116"
NOJIMA CORP,"105,800","1,011,408","1,060,899"
NOK CORP,"183,500","2,464,083","2,440,622"
NOKIA OYJ,"11,615,255","75,400,669","44,298,539"
NOKIAN RENKAAT OYJ,"209,143","2,245,248","1,723,713"
NOMAD FOODS LTD,"288,234","5,941,270","4,750,110"
NOMURA CO LTD,"132,200","816,817","716,639"
NOMURA HOLDINGS INC,"10,718,513","57,514,518","61,435,417"
NOMURA HOLDINGS INC SPON ADR,"229,677","952,048","1,327,533"
NOMURA MICRO SCIENCE CO LTD,"51,200","1,570,182","1,375,010"
NOMURA REAL ESTATE HOLDINGS,"387,200","9,390,188","9,702,867"
NOMURA RESEARCH INSTITUTE LT,"1,996,145","44,149,779","56,102,024"
NONGFU SPRING CO LTD H,"3,115,400","16,567,833","14,784,227"
NONGSHIM CO LTD,"5,800","1,384,491","2,060,446"
NORDEA BANK ABP,"7,805,585","79,015,679","92,976,885"
NORDEX SE,"239,372","3,141,709","2,934,916"
NORDIC SEMICONDUCTOR ASA,"314,294","3,656,221","4,209,286"
NORDNET AB PUBL,"291,820","5,263,435","6,100,832"
NORITAKE CO LTD,"43,300","984,846","1,072,676"
NORITZ CORP,"55,300","719,797","604,020"
NORSK HYDRO ASA,"2,219,575","13,444,570","13,862,697"
NORTH EAST RUBBERS P FOREIGN,"377,300","56,523","55,005"
NORTH INDUSTRIES GROUP RED A,"169,600","315,730","340,787"
NORTH PACIFIC BANK LTD,"465,700","1,149,212","1,540,175"
NORTHAM PLATINUM HOLDINGS LT,"553,954","4,030,203","3,861,971"
NORTHEAST RUBBER PCL,"19,950",0,516
NORTHERN STAR RESOURCES LTD,"1,895,334","15,693,683","16,455,396"
