0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
DANONE,"18,827","1,082,682","1,151,751"
DANSKE BANK A/S,"19,664","457,226","586,399"
DAQIN RAILWAY CO LTD  A,"39,700","39,390","39,121"
DAR AL ARKAN REAL ESTATE DEV,"18,432","92,873","57,975"
DASHENLIN PHARMACEUTICAL G A,"3,100","10,988","6,101"
DASSAULT AVIATION SA,543,"105,130","98,701"
DASSAULT SYSTEMES SE,"18,607","741,389","703,955"
DATANG INTL POWER GEN CO A,"22,300","8,484","9,238"
DAVIDE CAMPARI MILANO NV,"28,776","330,471","272,138"
DB INSURANCE CO LTD,"1,606","100,321","133,590"
DBS GROUP HOLDINGS LTD,"55,540","1,240,199","1,466,723"
DCC PLC,"3,231","185,437","226,271"
DELIVERY HERO SE,"5,659","197,608","134,341"
DELTA ELECTRONICS INC,"69,000","751,077","824,176"
DEMANT A/S,"2,564","110,383","111,062"
DENSO CORP,"53,600","912,994","832,356"
DENTSU GROUP INC,"5,700","172,406","143,616"
DESCARTES SYSTEMS GRP/THE,"2,694","210,448","260,964"
DEUTSCHE BANK AG REGISTERED,"52,015","557,773","831,078"
DEUTSCHE BOERSE AG,"5,204","907,223","1,065,839"
DEUTSCHE EUROSHOP AG,"2,949","65,688","69,849"
DEUTSCHE LUFTHANSA REG,"14,978","126,589","91,661"
DEUTSCHE TELEKOM AG REG,"89,995","1,938,635","2,264,697"
DEUTSCHE WOHNEN SE,"8,664","197,834","166,770"
DHL GROUP,"28,118","1,238,095","1,138,820"
DIAGEO PLC,"66,333","2,589,085","2,087,483"
DIASORIN SPA,625,"63,558","62,336"
DINO POLSKA SA,"1,737","155,441","175,513"
DIOS FASTIGHETER AB,"15,909","96,962","130,019"
DISCO CORP,"2,600","543,378","986,597"
DISCOVERY LTD,"20,086","152,721","148,159"
DIVI S LABORATORIES LTD,"4,709","211,281","259,567"
DLF LTD,"27,037","234,037","267,411"
DNB BANK ASA,"23,481","456,434","462,453"
DOLLARAMA INC,"7,675","514,193","700,613"
DONGFANG ELECTRIC CORP LTD A,"5,800","13,057","14,727"
DONGXING SECURITIES CO LT A,"5,200","5,907","5,697"
DOOSAN BOBCAT INC,"2,084","84,735","77,667"
DOOSAN ENERBILITY CO LTD,"15,868","202,382","231,709"
DR ING HC F PORSCHE AG,"2,958","315,123","220,395"
DR SULAIMAN AL HABIB MEDICAL,"3,038","206,458","233,705"
DR. REDDY S LABORATORIES,"4,164","281,628","319,705"
