0,1,2,3
,Domestic Equity,,
Security Name,Shares,Book Value,Market Value
STERICYCLE INC,"175,751","9,600,035","10,216,457"
STERIS PLC,"171,502","27,210,775","37,651,551"
STIFEL FINANCIAL CORP,"189,889","8,570,602","15,979,178"
STRYKER CORP,"657,035","121,400,061","223,556,246"
SUMMIT MATERIALS INC  CL A,"206,437","5,824,259","7,557,663"
SUNRUN INC,"305,335","8,883,994","3,621,322"
SUPER MICRO COMPUTER INC,"87,982","17,370,958","72,088,059"
SYNAPTICS INC,"71,563","5,005,550","6,311,860"
SYNCHRONY FINANCIAL,"1,061,304","35,172,327","50,082,998"
SYNERGY PHARMACEUTICALS INC,"5,895",0,0
SYNOPSYS INC,"470,664","143,125,612","280,073,320"
SYNOVUS FINANCIAL CORP,"261,391","8,942,985","10,505,312"
SYSCO CORP,"1,087,009","67,692,410","77,601,653"
T MOBILE US INC,"2,571,983","291,358,600","453,131,965"
T ROWE PRICE GROUP INC,"395,349","37,942,502","45,587,730"
TAKE TWO INTERACTIVE SOFTWRE,"221,564","26,127,109","34,450,998"
TAPESTRY INC,"448,046","14,878,296","19,171,931"
TARGA RESOURCES CORP,"398,580","18,905,055","51,329,153"
TARGANTA THERAPEUTICS,"9,000",0,0
TARGET CORP,"1,418,141","173,657,585","209,941,648"
TAYLOR MORRISON HOME CORP,"433,371","14,717,668","24,026,094"
TCEH CORP TRA,"79,445","76,448","89,376"
TD SYNNEX CORP,"318,308","29,690,498","36,732,750"
TE CONNECTIVITY LTD,"1,531,948","179,560,059","230,450,938"
TEGNA INC,"1,084,265","18,841,313","15,114,654"
TELADOC HEALTH INC,"274,260","15,696,242","2,682,270"
TELEDYNE TECHNOLOGIES INC,"81,895","21,486,597","31,773,625"
TELEFLEX INC,"98,548","24,845,606","20,727,603"
TEMPUR SEALY INTERNATIONAL I,"297,290","6,340,481","14,073,726"
TENABLE HOLDINGS INC,"193,534","8,843,148","8,434,218"
TENET HEALTHCARE CORP,"199,541","9,750,208","26,544,948"
TERADATA CORP,"171,324","5,197,416","5,920,971"
TERADYNE INC,"261,922","14,629,453","38,840,426"
TEREX CORP,"120,246","6,635,470","6,594,297"
TESLA INC,"9,318,139","1,558,294,568","1,843,874,026"
TETRA TECH INC,"105,235","9,077,229","21,518,481"
TETRAPHASE PHARMACEUTICALS INC,"8,190",0,0
TEXAS CAPITAL BANCSHARES INC,"88,816","4,936,536","5,430,213"
TEXAS INSTRUMENTS INC,"5,040,407","725,695,810","980,510,374"
TEXAS PACIFIC LAND CORP,"38,030","19,945,446","27,924,303"
TEXAS ROADHOUSE INC,"337,375","30,041,225","57,930,661"
TEXTRON INC,"360,681","17,598,202","30,968,093"
